rank,player,avg,total_sg_app,measured_rounds,tournament
69,Ashun Wu,-0.713,-2.853,4,Genesis Scottish Open
70,Justin Lower,-0.796,-3.183,4,Genesis Scottish Open
71,Seamus Power,-1.051,-4.202,4,Genesis Scottish Open
72,Davis Thompson,-1.055,-4.221,4,Genesis Scottish Open
73,Max Homa,-1.380,-5.521,4,Genesis Scottish Open
74,Min Woo Lee,-1.871,-7.484,4,Genesis Scottish Open
1,Keith Mitchell,1.812,7.250,4,John Deere Classic
2,Luke Clanton,1.700,6.801,4,John Deere Classic
3,Joshua Creel,1.561,6.246,4,John Deere Classic
4,Seamus Power,1.517,6.067,4,John Deere Classic
5,Doug Ghim,1.504,6.018,4,John Deere Classic
6,Carson Young,1.494,5.975,4,John Deere Classic
7,Joel Dahmen,1.404,5.616,4,John Deere Classic
8,Robby Shelton,1.366,5.464,4,John Deere Classic
9,Lucas Glover,1.364,5.455,4,John Deere Classic
10,J.J. Spaun,1.317,5.268,4,John Deere Classic
11,Roger Sloan,1.295,5.180,4,John Deere Classic
12,Kevin Yu,1.270,5.082,4,John Deere Classic
13,Michael Thorbjornsen,1.268,5.073,4,John Deere Classic
14,Trace Crowe,1.208,4.834,4,John Deere Classic
15,Mac Meissner,1.176,4.705,4,John Deere Classic
16,Brice Garnett,1.160,4.639,4,John Deere Classic
17,Henrik Norlander,1.125,4.499,4,John Deere Classic
18,Sami Valimaki,1.119,4.476,4,John Deere Classic
19,C.T. Pan,1.112,4.447,4,John Deere Classic
20,Wilson Furr,0.998,3.992,4,John Deere Classic
21,Ben Silverman,0.935,3.741,4,John Deere Classic
22,Chan Kim,0.867,3.467,4,John Deere Classic
23,Andrew Novak,0.842,3.367,4,John Deere Classic
24,Adam Svensson,0.823,3.291,4,John Deere Classic
25,Sungjae Im,0.809,3.238,4,John Deere Classic
26,Eric Cole,0.796,3.184,4,John Deere Classic
27,Ben Griffin,0.709,2.835,4,John Deere Classic
28,Jhonattan Vegas,0.683,2.732,4,John Deere Classic
29,Davis Thompson,0.676,2.703,4,John Deere Classic
30,Aaron Rai,0.627,2.508,4,John Deere Classic
31,Kevin Streelman,0.607,2.428,4,John Deere Classic
32,Austin Smotherman,0.585,2.340,4,John Deere Classic
33,Sam Ryder,0.561,2.246,4,John Deere Classic
34,Max Greyserman,0.559,2.237,4,John Deere Classic
35,Mark Hubbard,0.525,2.101,4,John Deere Classic
36,Jordan Spieth,0.511,2.044,4,John Deere Classic
37,Lee Hodges,0.480,1.921,4,John Deere Classic
38,Harry Hall,0.397,1.590,4,John Deere Classic
39,"Blaine Hale, Jr.",0.390,1.561,4,John Deere Classic
40,Ben Kohles,0.382,1.529,4,John Deere Classic
41,Rico Hoey,0.357,1.428,4,John Deere Classic
42,Hayden Springer,0.351,1.404,4,John Deere Classic
43,Ryo Hisatsune,0.335,1.342,4,John Deere Classic
44,Hayden Buckley,0.270,1.080,4,John Deere Classic
45,Brendon Todd,0.253,1.011,4,John Deere Classic
46,Denny McCarthy,0.220,0.881,4,John Deere Classic
47,Bud Cauley,0.152,0.610,4,John Deere Classic
48,Zach Johnson,0.143,0.571,4,John Deere Classic
49,Kevin Chappell,0.122,0.488,4,John Deere Classic
50,Bill Haas,0.118,0.474,4,John Deere Classic
51,Zac Blair,0.044,0.176,4,John Deere Classic
52,Scott Gutschewski,0.029,0.117,4,John Deere Classic
53,Adrien Dumont de Chassart,-0.035,-0.139,4,John Deere Classic
54,Chesson Hadley,-0.087,-0.346,4,John Deere Classic
55,Sam Stevens,-0.112,-0.446,4,John Deere Classic
55,Sepp Straka,-0.112,-0.449,4,John Deere Classic
57,Kyle Westmoreland,-0.131,-0.524,4,John Deere Classic
58,Matt NeSmith,-0.160,-0.641,4,John Deere Classic
59,David Lipsky,-0.243,-0.971,4,John Deere Classic
60,Justin Suh,-0.282,-1.129,4,John Deere Classic
61,Jake Knapp,-0.285,-1.139,4,John Deere Classic
62,Chandler Phillips,-0.312,-1.247,4,John Deere Classic
63,Jason Day,-0.326,-1.302,4,John Deere Classic
64,James Hahn,-0.339,-1.356,4,John Deere Classic
65,Patrick Rodgers,-0.457,-1.828,4,John Deere Classic
66,Nico Echavarria,-0.471,-1.882,4,John Deere Classic
67,Pierceson Coody,-0.473,-1.890,4,John Deere Classic
68,Stewart Cink,-0.505,-2.021,4,John Deere Classic
69,Ryan Palmer,-0.511,-2.043,4,John Deere Classic
70,J.T. Poston,-0.638,-2.553,4,John Deere Classic
71,Thorbjørn Olesen,-0.838,-3.350,4,John Deere Classic
72,Dylan Frittelli,-0.902,-3.607,4,John Deere Classic
73,Ben Taylor,-0.938,-3.750,4,John Deere Classic
74,Justin Lower,-1.065,-4.259,4,John Deere Classic
75,S.H. Kim,-1.090,-4.359,4,John Deere Classic
76,Beau Hossler,-1.251,-5.003,4,John Deere Classic
77,Kevin Dougherty,-1.690,-6.759,4,John Deere Classic
1,David Skinns,1.747,6.986,4,Rocket Mortgage Classic
2,Akshay Bhatia,1.481,5.925,4,Rocket Mortgage Classic
3,Aaron Rai,1.428,5.711,4,Rocket Mortgage Classic
4,Carl Yuan,1.348,5.390,4,Rocket Mortgage Classic
5,Nick Dunlap,1.279,5.114,4,Rocket Mortgage Classic
6,Neal Shipley,1.275,5.100,4,Rocket Mortgage Classic
7,Ben James,1.267,5.067,4,Rocket Mortgage Classic
8,Rico Hoey,1.173,4.691,4,Rocket Mortgage Classic
9,Jacob Bridgeman,1.164,4.656,4,Rocket Mortgage Classic
10,Ben Silverman,1.115,4.458,4,Rocket Mortgage Classic
11,Cam Davis,1.095,4.381,4,Rocket Mortgage Classic
12,Cameron Young,1.078,4.311,4,Rocket Mortgage Classic
13,Jhonattan Vegas,1.073,4.290,4,Rocket Mortgage Classic
14,Beau Hossler,1.063,4.251,4,Rocket Mortgage Classic
15,Rickie Fowler,1.011,4.045,4,Rocket Mortgage Classic
16,Ben Kohles,0.970,3.880,4,Rocket Mortgage Classic
17,Troy Merritt,0.958,3.833,4,Rocket Mortgage Classic
18,Davis Thompson,0.891,3.562,4,Rocket Mortgage Classic
19,Nicolai Højgaard,0.874,3.495,4,Rocket Mortgage Classic
20,Luke Clanton,0.821,3.284,4,Rocket Mortgage Classic
21,Dylan Wu,0.813,3.250,4,Rocket Mortgage Classic
22,Eric Cole,0.811,3.242,4,Rocket Mortgage Classic
23,Joel Dahmen,0.777,3.109,4,Rocket Mortgage Classic
24,Roger Sloan,0.771,3.085,4,Rocket Mortgage Classic
25,Ben Griffin,0.742,2.966,4,Rocket Mortgage Classic
26,Nick Hardy,0.682,2.728,4,Rocket Mortgage Classic
27,Chris Kirk,0.647,2.588,4,Rocket Mortgage Classic
28,Kevin Yu,0.624,2.494,4,Rocket Mortgage Classic
29,Nico Echavarria,0.599,2.396,4,Rocket Mortgage Classic
30,Patrick Fishburn,0.541,2.162,4,Rocket Mortgage Classic
31,Patton Kizzire,0.500,2.000,4,Rocket Mortgage Classic
32,Nicholas Lindheim,0.498,1.992,4,Rocket Mortgage Classic
33,Callum Tarren,0.482,1.928,4,Rocket Mortgage Classic
34,Ryo Hisatsune,0.476,1.902,4,Rocket Mortgage Classic
35,Mark Hubbard,0.468,1.873,4,Rocket Mortgage Classic
36,Harry Hall,0.414,1.655,4,Rocket Mortgage Classic
37,Nate Lashley,0.394,1.576,4,Rocket Mortgage Classic
38,Andrew Novak,0.316,1.265,4,Rocket Mortgage Classic
39,Matt Kuchar,0.315,1.258,4,Rocket Mortgage Classic
40,Min Woo Lee,0.301,1.205,4,Rocket Mortgage Classic
41,Ryan McCormick,0.285,1.138,4,Rocket Mortgage Classic
42,Ryan Moore,0.211,0.845,4,Rocket Mortgage Classic
43,Wesley Bryan,0.125,0.500,4,Rocket Mortgage Classic
44,Hayden Springer,0.119,0.476,4,Rocket Mortgage Classic
45,Jake Knapp,0.094,0.375,4,Rocket Mortgage Classic
46,Taylor Montgomery,0.068,0.271,4,Rocket Mortgage Classic
46,Taylor Pendrith,0.068,0.272,4,Rocket Mortgage Classic
48,Ryan Fox,0.066,0.264,4,Rocket Mortgage Classic
49,J.J. Spaun,0.016,0.062,4,Rocket Mortgage Classic
50,Joe Highsmith,0.003,0.010,4,Rocket Mortgage Classic
51,Kevin Streelman,-0.005,-0.021,4,Rocket Mortgage Classic
52,Sam Stevens,-0.040,-0.161,4,Rocket Mortgage Classic
53,Hayden Buckley,-0.041,-0.163,4,Rocket Mortgage Classic
54,"Blaine Hale, Jr.",-0.116,-0.463,4,Rocket Mortgage Classic
55,Matti Schmid,-0.149,-0.598,4,Rocket Mortgage Classic
56,Michael Kim,-0.262,-1.050,4,Rocket Mortgage Classic
57,Erik van Rooyen,-0.286,-1.143,4,Rocket Mortgage Classic
58,Brandon Wu,-0.306,-1.224,4,Rocket Mortgage Classic
59,Pierceson Coody,-0.342,-1.370,4,Rocket Mortgage Classic
60,Justin Lower,-0.399,-1.595,4,Rocket Mortgage Classic
61,Chandler Phillips,-0.405,-1.619,4,Rocket Mortgage Classic
62,Aaron Baddeley,-0.415,-1.661,4,Rocket Mortgage Classic
63,Max Greyserman,-0.484,-1.938,4,Rocket Mortgage Classic
64,Robby Shelton,-0.562,-2.247,4,Rocket Mortgage Classic
65,Taylor Moore,-0.628,-2.512,4,Rocket Mortgage Classic
66,Luke List,-0.718,-2.874,4,Rocket Mortgage Classic
67,Maverick McNealy,-0.720,-2.881,4,Rocket Mortgage Classic
68,Peter Malnati,-0.723,-2.891,4,Rocket Mortgage Classic
69,Patrick Rodgers,-0.735,-2.940,4,Rocket Mortgage Classic
70,Zach Johnson,-0.779,-3.115,4,Rocket Mortgage Classic
71,Vince Whaley,-1.030,-4.122,4,Rocket Mortgage Classic
72,Davis Riley,-1.098,-4.392,4,Rocket Mortgage Classic
73,Chris Gotterup,-1.102,-4.407,4,Rocket Mortgage Classic
74,Bud Cauley,-1.349,-5.396,4,Rocket Mortgage Classic
1,Tom Hoge,2.106,8.424,4,Travelers Championship
2,Shane Lowry,1.319,5.278,4,Travelers Championship
3,Tom Kim,1.316,5.266,4,Travelers Championship
4,Tommy Fleetwood,1.275,5.100,4,Travelers Championship
5,Sungjae Im,1.270,5.081,4,Travelers Championship
6,Scottie Scheffler,1.084,4.336,4,Travelers Championship
7,Ludvig Åberg,1.070,4.282,4,Travelers Championship
8,Sepp Straka,0.967,3.867,4,Travelers Championship
9,Justin Thomas,0.912,3.650,4,Travelers Championship
10,Stephan Jaeger,0.871,3.485,4,Travelers Championship
11,Wyndham Clark,0.869,3.475,4,Travelers Championship
12,Austin Eckroat,0.845,3.380,4,Travelers Championship
13,Russell Henley,0.803,3.214,4,Travelers Championship
14,Lucas Glover,0.796,3.183,4,Travelers Championship
15,Nick Taylor,0.768,3.074,4,Travelers Championship
16,Tony Finau,0.731,2.924,4,Travelers Championship
17,Ben Griffin,0.728,2.912,4,Travelers Championship
18,Lee Hodges,0.723,2.894,4,Travelers Championship
19,Collin Morikawa,0.628,2.514,4,Travelers Championship
20,Emiliano Grillo,0.618,2.473,4,Travelers Championship
21,Xander Schauffele,0.531,2.126,4,Travelers Championship
22,Brian Harman,0.477,1.908,4,Travelers Championship
23,Max Homa,0.445,1.781,4,Travelers Championship
24,Matthieu Pavon,0.429,1.716,4,Travelers Championship
25,Denny McCarthy,0.427,1.707,4,Travelers Championship
26,Si Woo Kim,0.341,1.364,4,Travelers Championship
27,Taylor Pendrith,0.310,1.240,4,Travelers Championship
28,Nick Dunlap,0.251,1.004,4,Travelers Championship
29,Rickie Fowler,0.239,0.958,4,Travelers Championship
30,Cameron Young,0.165,0.659,4,Travelers Championship
31,Akshay Bhatia,0.141,0.566,4,Travelers Championship
32,Chris Gotterup,0.136,0.546,4,Travelers Championship
33,Adam Svensson,0.133,0.531,4,Travelers Championship
34,Patrick Cantlay,0.121,0.483,4,Travelers Championship
35,Seamus Power,0.106,0.424,4,Travelers Championship
36,Brendon Todd,-0.010,-0.038,4,Travelers Championship
37,Jake Knapp,-0.028,-0.112,4,Travelers Championship
38,Corey Conners,-0.093,-0.371,4,Travelers Championship
39,Eric Cole,-0.144,-0.575,4,Travelers Championship
40,Kurt Kitayama,-0.175,-0.701,4,Travelers Championship
41,Davis Riley,-0.177,-0.707,4,Travelers Championship
42,Sahith Theegala,-0.184,-0.735,4,Travelers Championship
43,Viktor Hovland,-0.188,-0.751,4,Travelers Championship
44,Jordan Spieth,-0.224,-0.894,4,Travelers Championship
45,Adam Hadwin,-0.241,-0.963,4,Travelers Championship
46,Christiaan Bezuidenhout,-0.315,-1.258,4,Travelers Championship
47,Michael Thorbjornsen,-0.442,-1.768,4,Travelers Championship
48,Victor Perez,-0.455,-1.818,4,Travelers Championship
49,Will Zalatoris,-0.493,-1.973,4,Travelers Championship
50,Jason Day,-0.518,-2.071,4,Travelers Championship
51,Billy Horschel,-0.533,-2.133,4,Travelers Championship
52,Chris Kirk,-0.534,-2.136,4,Travelers Championship
53,Thomas Detry,-0.641,-2.565,4,Travelers Championship
54,Peter Malnati,-0.652,-2.606,4,Travelers Championship
55,Adam Scott,-0.655,-2.620,4,Travelers Championship
56,J.T. Poston,-0.675,-2.698,4,Travelers Championship
57,Mackenzie Hughes,-0.703,-2.811,4,Travelers Championship
58,Keegan Bradley,-0.705,-2.821,4,Travelers Championship
59,Patrick Rodgers,-0.837,-3.346,4,Travelers Championship
60,Matt Fitzpatrick,-0.897,-3.587,4,Travelers Championship
61,Robert MacIntyre,-0.938,-3.750,4,Travelers Championship
62,Cam Davis,-1.014,-4.056,4,Travelers Championship
63,Andrew Putnam,-1.022,-4.087,4,Travelers Championship
64,Hideki Matsuyama,-1.177,-4.706,4,Travelers Championship
65,Adam Schenk,-1.222,-4.886,4,Travelers Championship
66,Harris English,-1.268,-5.073,4,Travelers Championship
67,Webb Simpson,-1.539,-6.154,4,Travelers Championship
68,Justin Rose,-1.643,-6.570,4,Travelers Championship
69,Taylor Moore,-1.733,-6.932,4,Travelers Championship
70,Sam Burns,-1.887,-7.547,4,Travelers Championship
1,Tony Finau,1.866,7.465,4,U.S. Open
2,Xander Schauffele,1.778,7.110,4,U.S. Open
3,Daniel Berger,1.502,6.008,4,U.S. Open
4,Jordan Spieth,1.459,5.837,4,U.S. Open
5,Scottie Scheffler,1.435,5.739,4,U.S. Open
6,Patrick Cantlay,1.386,5.542,4,U.S. Open
7,Thomas Detry,1.276,5.104,4,U.S. Open
8,Martin Kaymer,1.215,4.860,4,U.S. Open
9,Sergio Garcia,1.193,4.771,4,U.S. Open
10,Tom Kim,1.184,4.737,4,U.S. Open
11,Cameron Smith,1.026,4.104,4,U.S. Open
12,Matthieu Pavon,0.970,3.880,4,U.S. Open
13,Bryson DeChambeau,0.934,3.734,4,U.S. Open
14,Hideki Matsuyama,0.871,3.483,4,U.S. Open
15,Ludvig Åberg,0.835,3.338,4,U.S. Open
16,Keegan Bradley,0.802,3.206,4,U.S. Open
16,Nico Echavarria,0.802,3.208,4,U.S. Open
18,Sepp Straka,0.787,3.146,4,U.S. Open
19,Taylor Pendrith,0.744,2.974,4,U.S. Open
20,Nicolai Højgaard,0.704,2.815,4,U.S. Open
21,Stephan Jaeger,0.669,2.674,4,U.S. Open
22,Brooks Koepka,0.660,2.641,4,U.S. Open
23,Adam Svensson,0.620,2.480,4,U.S. Open
24,Shane Lowry,0.540,2.159,4,U.S. Open
25,Emiliano Grillo,0.520,2.080,4,U.S. Open
26,Greyson Sigg,0.505,2.020,4,U.S. Open
27,Tyrrell Hatton,0.486,1.945,4,U.S. Open
28,Ben Kohles,0.457,1.829,4,U.S. Open
29,Matt Kuchar,0.399,1.596,4,U.S. Open
30,Rory McIlroy,0.390,1.560,4,U.S. Open
31,Francesco Molinari,0.384,1.534,4,U.S. Open
32,David Puig,0.378,1.512,4,U.S. Open
33,J.T. Poston,0.377,1.506,4,U.S. Open
34,Corey Conners,0.375,1.498,4,U.S. Open
35,Luke Clanton,0.362,1.447,4,U.S. Open
36,Sahith Theegala,0.359,1.434,4,U.S. Open
37,Cameron Young,0.338,1.351,4,U.S. Open
38,Aaron Rai,0.327,1.308,4,U.S. Open
39,Collin Morikawa,0.257,1.028,4,U.S. Open
39,Adam Scott,0.257,1.027,4,U.S. Open
41,Austin Eckroat,0.217,0.867,4,U.S. Open
42,Davis Thompson,0.197,0.787,4,U.S. Open
43,Justin Lower,0.191,0.763,4,U.S. Open
44,Tommy Fleetwood,0.183,0.733,4,U.S. Open
45,Zac Blair,0.131,0.525,4,U.S. Open
45,Dean Burmester,0.131,0.522,4,U.S. Open
47,Matt Fitzpatrick,0.112,0.446,4,U.S. Open
48,Brian Harman,0.082,0.326,4,U.S. Open
49,Russell Henley,0.073,0.292,4,U.S. Open
50,Denny McCarthy,-0.029,-0.115,4,U.S. Open
51,Brandon Wu,-0.030,-0.120,4,U.S. Open
52,Wyndham Clark,-0.033,-0.134,4,U.S. Open
53,Tom McKibbin,-0.040,-0.162,4,U.S. Open
54,Sam Bennett,-0.112,-0.450,4,U.S. Open
55,Si Woo Kim,-0.136,-0.546,4,U.S. Open
56,Christiaan Bezuidenhout,-0.137,-0.548,4,U.S. Open
57,Isaiah Salinda,-0.139,-0.558,4,U.S. Open
58,Mark Hubbard,-0.166,-0.666,4,U.S. Open
59,Brian Campbell,-0.180,-0.720,4,U.S. Open
60,Jackson Suber,-0.257,-1.030,4,U.S. Open
61,Harris English,-0.279,-1.118,4,U.S. Open
62,Sam Burns,-0.349,-1.398,4,U.S. Open
63,Chris Kirk,-0.403,-1.613,4,U.S. Open
64,Neal Shipley,-0.433,-1.733,4,U.S. Open
65,Akshay Bhatia,-0.456,-1.826,4,U.S. Open
66,Brendon Todd,-0.461,-1.843,4,U.S. Open
67,Frankie Capan III,-0.503,-2.012,4,U.S. Open
68,Billy Horschel,-0.573,-2.292,4,U.S. Open
69,Ryan Fox,-0.704,-2.818,4,U.S. Open
70,Max Greyserman,-0.775,-3.102,4,U.S. Open
71,Tim Widing,-0.881,-3.526,4,U.S. Open
72,Gunnar Broin,-0.934,-3.735,4,U.S. Open
73,Min Woo Lee,-0.948,-3.791,4,U.S. Open
74,S.H. Kim,-1.209,-4.837,4,U.S. Open
1,Scottie Scheffler,3.239,12.957,4,the Memorial Tournament presented by Workday
2,Adam Hadwin,1.899,7.594,4,the Memorial Tournament presented by Workday
3,Justin Thomas,1.292,5.167,4,the Memorial Tournament presented by Workday
4,Collin Morikawa,1.272,5.088,4,the Memorial Tournament presented by Workday
5,Viktor Hovland,1.124,4.494,4,the Memorial Tournament presented by Workday
6,Max Homa,1.090,4.360,4,the Memorial Tournament presented by Workday
7,Victor Perez,1.083,4.333,4,the Memorial Tournament presented by Workday
8,Emiliano Grillo,1.082,4.328,4,the Memorial Tournament presented by Workday
9,Nick Dunlap,1.079,4.317,4,the Memorial Tournament presented by Workday
10,Austin Eckroat,1.014,4.056,4,the Memorial Tournament presented by Workday
11,Byeong Hun An,0.930,3.719,4,the Memorial Tournament presented by Workday
12,Sahith Theegala,0.921,3.684,4,the Memorial Tournament presented by Workday
13,Hideki Matsuyama,0.908,3.632,4,the Memorial Tournament presented by Workday
14,Tony Finau,0.837,3.349,4,the Memorial Tournament presented by Workday
15,Davis Thompson,0.706,2.825,4,the Memorial Tournament presented by Workday
16,Christiaan Bezuidenhout,0.683,2.732,4,the Memorial Tournament presented by Workday
17,Ludvig Åberg,0.598,2.390,4,the Memorial Tournament presented by Workday
18,Corey Conners,0.502,2.008,4,the Memorial Tournament presented by Workday
19,Adam Svensson,0.347,1.386,4,the Memorial Tournament presented by Workday
20,Tom Kim,0.318,1.271,4,the Memorial Tournament presented by Workday
21,Nick Taylor,0.285,1.138,4,the Memorial Tournament presented by Workday
22,Rory McIlroy,0.279,1.117,4,the Memorial Tournament presented by Workday
23,Russell Henley,0.253,1.011,4,the Memorial Tournament presented by Workday
24,Tommy Fleetwood,0.251,1.003,4,the Memorial Tournament presented by Workday
25,Matt Kuchar,0.180,0.718,4,the Memorial Tournament presented by Workday
26,Si Woo Kim,0.117,0.466,4,the Memorial Tournament presented by Workday
27,Akshay Bhatia,0.099,0.397,4,the Memorial Tournament presented by Workday
28,Sepp Straka,0.041,0.165,4,the Memorial Tournament presented by Workday
29,Tom Hoge,0.031,0.122,4,the Memorial Tournament presented by Workday
30,J.T. Poston,-0.015,-0.062,4,the Memorial Tournament presented by Workday
31,Lee Hodges,-0.026,-0.106,4,the Memorial Tournament presented by Workday
32,Jason Day,-0.066,-0.265,4,the Memorial Tournament presented by Workday
33,Billy Horschel,-0.088,-0.352,4,the Memorial Tournament presented by Workday
34,Matt Fitzpatrick,-0.139,-0.557,4,the Memorial Tournament presented by Workday
35,Cam Davis,-0.171,-0.686,4,the Memorial Tournament presented by Workday
36,Shane Lowry,-0.172,-0.688,4,the Memorial Tournament presented by Workday
37,Eric Cole,-0.217,-0.870,4,the Memorial Tournament presented by Workday
38,Thomas Detry,-0.237,-0.950,4,the Memorial Tournament presented by Workday
39,Peter Malnati,-0.269,-1.076,4,the Memorial Tournament presented by Workday
40,Alex Noren,-0.319,-1.275,4,the Memorial Tournament presented by Workday
41,Brian Harman,-0.346,-1.386,4,the Memorial Tournament presented by Workday
42,Xander Schauffele,-0.418,-1.674,4,the Memorial Tournament presented by Workday
43,Seamus Power,-0.486,-1.946,4,the Memorial Tournament presented by Workday
44,Taylor Pendrith,-0.605,-2.419,4,the Memorial Tournament presented by Workday
45,Keegan Bradley,-0.607,-2.428,4,the Memorial Tournament presented by Workday
46,Cameron Young,-0.669,-2.678,4,the Memorial Tournament presented by Workday
47,Denny McCarthy,-0.673,-2.694,4,the Memorial Tournament presented by Workday
48,Andrew Putnam,-0.696,-2.785,4,the Memorial Tournament presented by Workday
49,Sam Burns,-0.706,-2.825,4,the Memorial Tournament presented by Workday
50,Sungjae Im,-0.858,-3.431,4,the Memorial Tournament presented by Workday
51,Will Zalatoris,-1.366,-5.465,4,the Memorial Tournament presented by Workday
52,Jackson Koivun,-1.552,-6.208,4,the Memorial Tournament presented by Workday
1,Ben Griffin,1.752,7.006,4,RBC Canadian Open
2,Matt Wallace,1.393,5.573,4,RBC Canadian Open
3,Michael Kim,1.385,5.539,4,RBC Canadian Open
4,Tommy Fleetwood,1.368,5.470,4,RBC Canadian Open
5,Kevin Yu,1.323,5.293,4,RBC Canadian Open
6,Chandler Phillips,1.230,4.918,4,RBC Canadian Open
7,Corey Conners,1.214,4.856,4,RBC Canadian Open
8,Tom Kim,1.141,4.564,4,RBC Canadian Open
9,Victor Perez,1.047,4.186,4,RBC Canadian Open
10,Ryo Hisatsune,1.040,4.158,4,RBC Canadian Open
11,Sam Burns,1.014,4.057,4,RBC Canadian Open
12,David Skinns,0.989,3.957,4,RBC Canadian Open
13,Joel Dahmen,0.979,3.917,4,RBC Canadian Open
13,Thorbjørn Olesen,0.979,3.916,4,RBC Canadian Open
15,Rory McIlroy,0.950,3.798,4,RBC Canadian Open
16,Aaron Rai,0.914,3.654,4,RBC Canadian Open
17,Chez Reavie,0.832,3.329,4,RBC Canadian Open
18,Ben Silverman,0.810,3.239,4,RBC Canadian Open
19,Taylor Pendrith,0.773,3.090,4,RBC Canadian Open
20,Kelly Kraft,0.757,3.029,4,RBC Canadian Open
21,Joseph Bramlett,0.696,2.784,4,RBC Canadian Open
22,Kevin Streelman,0.658,2.633,4,RBC Canadian Open
23,Zac Blair,0.638,2.552,4,RBC Canadian Open
24,Maverick McNealy,0.608,2.432,4,RBC Canadian Open
25,Nicolai Højgaard,0.596,2.385,4,RBC Canadian Open
26,Keith Mitchell,0.544,2.176,4,RBC Canadian Open
27,Andrew Novak,0.520,2.080,4,RBC Canadian Open
28,Carson Young,0.519,2.075,4,RBC Canadian Open
29,Shane Lowry,0.515,2.058,4,RBC Canadian Open
30,Chad Ramey,0.455,1.818,4,RBC Canadian Open
31,Lanto Griffin,0.426,1.704,4,RBC Canadian Open
32,Ryan Fox,0.375,1.499,4,RBC Canadian Open
33,Akshay Bhatia,0.351,1.402,4,RBC Canadian Open
34,Trace Crowe,0.347,1.388,4,RBC Canadian Open
35,Sam Stevens,0.346,1.384,4,RBC Canadian Open
36,Mark Hubbard,0.342,1.367,4,RBC Canadian Open
37,Chesson Hadley,0.337,1.347,4,RBC Canadian Open
38,Erik van Rooyen,0.328,1.312,4,RBC Canadian Open
39,Garrick Higgo,0.266,1.064,4,RBC Canadian Open
40,Mackenzie Hughes,0.215,0.861,4,RBC Canadian Open
41,Adrien Dumont de Chassart,0.205,0.821,4,RBC Canadian Open
42,Nick Hardy,0.204,0.817,4,RBC Canadian Open
43,Sami Valimaki,0.183,0.731,4,RBC Canadian Open
44,Robert MacIntyre,0.178,0.711,4,RBC Canadian Open
45,Jacob Bridgeman,0.144,0.574,4,RBC Canadian Open
46,Ryan Moore,0.104,0.414,4,RBC Canadian Open
47,Stewart Cink,0.093,0.371,4,RBC Canadian Open
48,Nate Lashley,0.011,0.042,4,RBC Canadian Open
49,Tyler Duncan,-0.014,-0.057,4,RBC Canadian Open
50,Wil Bateman,-0.042,-0.169,4,RBC Canadian Open
51,C.T. Pan,-0.043,-0.173,4,RBC Canadian Open
52,Ryan Palmer,-0.060,-0.240,4,RBC Canadian Open
53,Adam Scott,-0.193,-0.771,4,RBC Canadian Open
54,Sean O'Hair,-0.244,-0.977,4,RBC Canadian Open
55,Adam Svensson,-0.284,-1.135,4,RBC Canadian Open
56,Gary Woodland,-0.365,-1.461,4,RBC Canadian Open
57,Jorge Campillo,-0.416,-1.666,4,RBC Canadian Open
58,Vince Whaley,-0.444,-1.776,4,RBC Canadian Open
59,Erik Barnes,-0.445,-1.779,4,RBC Canadian Open
60,Mac Meissner,-0.450,-1.802,4,RBC Canadian Open
61,Vincent Norrman,-0.466,-1.863,4,RBC Canadian Open
62,Beau Hossler,-0.523,-2.092,4,RBC Canadian Open
63,Kevin Tway,-0.742,-2.969,4,RBC Canadian Open
64,Brandon Wu,-0.872,-3.489,4,RBC Canadian Open
65,Pierceson Coody,-1.049,-4.197,4,RBC Canadian Open
66,Jhonattan Vegas,-1.065,-4.260,4,RBC Canadian Open
67,Myles Creighton,-1.132,-4.527,4,RBC Canadian Open
68,David Hearn,-1.251,-5.003,4,RBC Canadian Open
69,Harry Hall,-1.337,-5.350,4,RBC Canadian Open
1,David Lipsky,2.669,10.676,4,Charles Schwab Challenge
2,Davis Riley,1.962,7.849,4,Charles Schwab Challenge
3,Alejandro Tosti,1.660,6.639,4,Charles Schwab Challenge
4,Justin Rose,1.475,5.900,4,Charles Schwab Challenge
5,Brian Harman,1.276,5.104,4,Charles Schwab Challenge
6,Lee Hodges,1.113,4.454,4,Charles Schwab Challenge
7,Ben Martin,1.051,4.206,4,Charles Schwab Challenge
8,Pierceson Coody,1.039,4.156,4,Charles Schwab Challenge
9,Collin Morikawa,1.016,4.064,4,Charles Schwab Challenge
10,Victor Perez,0.944,3.775,4,Charles Schwab Challenge
10,Sepp Straka,0.944,3.776,4,Charles Schwab Challenge
12,Rickie Fowler,0.940,3.762,4,Charles Schwab Challenge
13,Mac Meissner,0.882,3.528,4,Charles Schwab Challenge
14,Si Woo Kim,0.866,3.463,4,Charles Schwab Challenge
15,Davis Thompson,0.796,3.183,4,Charles Schwab Challenge
16,Sungjae Im,0.785,3.141,4,Charles Schwab Challenge
17,Adam Scott,0.741,2.966,4,Charles Schwab Challenge
18,Scottie Scheffler,0.698,2.792,4,Charles Schwab Challenge
19,Tony Finau,0.689,2.757,4,Charles Schwab Challenge
20,Kevin Yu,0.684,2.738,4,Charles Schwab Challenge
21,Tom Hoge,0.680,2.719,4,Charles Schwab Challenge
22,Aaron Rai,0.652,2.608,4,Charles Schwab Challenge
23,Emiliano Grillo,0.594,2.377,4,Charles Schwab Challenge
