rank,player,avg,total_sg_t,total_sg_t2g,total_sg_p,measured_rounds,tournament
61,Callum Tarren,-0.370,-1.481,-2.945,1.464,4,Sanderson Farms Championship
63,Joseph Bramlett,-0.620,-2.481,2.987,-5.468,4,Sanderson Farms Championship
63,Brice Garnett,-0.620,-2.481,1.072,-3.553,4,Sanderson Farms Championship
63,Mark Hubbard,-0.620,-2.481,-3.008,.527,4,Sanderson Farms Championship
63,Matt McCarty,-0.620,-2.481,-1.016,-1.465,4,Sanderson Farms Championship
63,Sami Valimaki,-0.620,-2.481,-9.389,6.908,4,Sanderson Farms Championship
68,Rico Hoey,-2.120,-8.481,-1.445,-7.036,4,Sanderson Farms Championship
1,Patton Kizzire,4.252,17.009,8.051,8.957,4,Procore Championship
2,David Lipsky,3.002,12.009,5.139,6.869,4,Procore Championship
3,Patrick Fishburn,2.752,11.009,7.344,3.664,4,Procore Championship
4,Mackenzie Hughes,2.502,10.009,8.464,1.544,4,Procore Championship
4,Greyson Sigg,2.502,10.009,9.267,.741,4,Procore Championship
4,Ben Silverman,2.502,10.009,1.335,8.673,4,Procore Championship
7,Corey Conners,2.252,9.009,8.200,.808,4,Procore Championship
7,Tom Hoge,2.252,9.009,4.006,5.002,4,Procore Championship
7,Justin Lower,2.252,9.009,3.043,5.965,4,Procore Championship
7,Austin Smotherman,2.252,9.009,3.947,5.061,4,Procore Championship
7,Sahith Theegala,2.252,9.009,7.632,1.376,4,Procore Championship
12,Keith Mitchell,1.752,7.009,6.329,.679,4,Procore Championship
13,Zac Blair,1.502,6.009,-.440,6.448,4,Procore Championship
13,Wesley Bryan,1.502,6.009,.455,5.553,4,Procore Championship
13,Rafael Campos,1.502,6.009,-.649,6.657,4,Procore Championship
13,Wilson Furr,1.502,6.009,2.303,3.705,4,Procore Championship
13,Lucas Glover,1.502,6.009,2.358,3.650,4,Procore Championship
13,Joe Highsmith,1.502,6.009,7.071,-1.063,4,Procore Championship
13,Johnny Keefer,1.502,6.009,5.133,.875,4,Procore Championship
13,Matt Kuchar,1.502,6.009,4.898,1.110,4,Procore Championship
13,Chandler Phillips,1.502,6.009,-1.151,7.159,4,Procore Championship
13,Neal Shipley,1.502,6.009,5.274,.734,4,Procore Championship
13,Adam Svensson,1.502,6.009,1.029,4.979,4,Procore Championship
13,Kevin Tway,1.502,6.009,-1.823,7.831,4,Procore Championship
13,Brandon Wu,1.502,6.009,1.625,4.383,4,Procore Championship
26,Kevin Chappell,1.252,5.009,5.616,-.608,4,Procore Championship
26,Garrick Higgo,1.252,5.009,.549,4.459,4,Procore Championship
26,Charley Hoffman,1.252,5.009,2.501,2.507,4,Procore Championship
26,Chan Kim,1.252,5.009,6.638,-1.630,4,Procore Championship
26,Brandt Snedeker,1.252,5.009,-.186,5.194,4,Procore Championship
26,J.J. Spaun,1.252,5.009,4.277,.731,4,Procore Championship
32,Bud Cauley,1.002,4.009,-.155,4.163,4,Procore Championship
32,Min Woo Lee,1.002,4.009,4.300,-.292,4,Procore Championship
32,Chez Reavie,1.002,4.009,2.709,1.299,4,Procore Championship
32,Webb Simpson,1.002,4.009,4.243,-.235,4,Procore Championship
32,Jhonattan Vegas,1.002,4.009,2.505,1.503,4,Procore Championship
37,Sangmoon Bae,0.752,3.009,-.900,3.908,4,Procore Championship
37,"Blaine Hale, Jr.",0.752,3.009,7.232,-4.224,4,Procore Championship
37,Rico Hoey,0.752,3.009,4.129,-1.121,4,Procore Championship
37,Patrick Rodgers,0.752,3.009,3.750,-.742,4,Procore Championship
37,Roger Sloan,0.752,3.009,3.926,-.918,4,Procore Championship
37,Sam Stevens,0.752,3.009,3.195,-.187,4,Procore Championship
37,Justin Suh,0.752,3.009,4.358,-1.350,4,Procore Championship
44,Andrew Putnam,0.502,2.009,4.792,-2.784,4,Procore Championship
44,David Skinns,0.502,2.009,-1.406,3.414,4,Procore Championship
44,Brendon Todd,0.502,2.009,.627,1.381,4,Procore Championship
47,Doug Ghim,0.252,1.009,2.838,-1.830,4,Procore Championship
47,Martin Laird,0.252,1.009,-1.184,2.192,4,Procore Championship
47,Tom Whitney,0.252,1.009,.761,.247,4,Procore Championship
50,Aaron Baddeley,0.002,0.009,-2.968,2.976,4,Procore Championship
50,Luke Clanton,0.002,0.009,1.682,-1.674,4,Procore Championship
50,Joel Dahmen,0.002,0.009,4.804,-4.796,4,Procore Championship
50,Chesson Hadley,0.002,0.009,-4.444,4.452,4,Procore Championship
50,Nick Hardy,0.002,0.009,.527,-.519,4,Procore Championship
50,J.B. Holmes,0.002,0.009,-3.354,3.362,4,Procore Championship
50,Tom Johnson,0.002,0.009,-.055,.063,4,Procore Championship
50,Michael Thorbjornsen,0.002,0.009,-2.601,2.609,4,Procore Championship
58,Pierceson Coody,-0.248,-0.991,2.235,-3.227,4,Procore Championship
58,Chad Ramey,-0.248,-0.991,-2.105,1.113,4,Procore Championship
58,Matti Schmid,-0.248,-0.991,-.407,-.585,4,Procore Championship
61,Lanto Griffin,-0.498,-1.991,1.973,-3.965,4,Procore Championship
61,Henrik Norlander,-0.498,-1.991,3.909,-5.901,4,Procore Championship
61,Josh Teater,-0.498,-1.991,1.632,-3.624,4,Procore Championship
64,Kevin Dougherty,-1.248,-4.991,-1.574,-3.418,4,Procore Championship
64,Ben Kohles,-1.248,-4.991,.829,-5.821,4,Procore Championship
1,Collin Morikawa,3.117,12.467,9.818,2.649,4,TOUR Championship
2,Sahith Theegala,2.867,11.467,9.020,2.447,4,TOUR Championship
3,Scottie Scheffler,2.617,10.467,6.443,4.023,4,TOUR Championship
4,Russell Henley,1.867,7.467,6.398,1.068,4,TOUR Championship
5,Adam Scott,1.617,6.467,.694,5.772,4,TOUR Championship
6,Sungjae Im,1.367,5.467,6.244,-.778,4,TOUR Championship
7,Justin Thomas,1.117,4.467,5.976,-1.510,4,TOUR Championship
8,Wyndham Clark,0.867,3.467,2.571,.895,4,TOUR Championship
8,Viktor Hovland,0.867,3.467,-.954,4.420,4,TOUR Championship
8,Shane Lowry,0.867,3.467,.587,2.879,4,TOUR Championship
8,Taylor Pendrith,0.867,3.467,-.531,3.997,4,TOUR Championship
12,Rory McIlroy,0.617,2.467,-1.046,3.512,4,TOUR Championship
13,Sam Burns,0.367,1.467,2.350,-.883,4,TOUR Championship
13,Xander Schauffele,0.367,1.467,2.707,-1.240,4,TOUR Championship
15,Matthieu Pavon,0.117,0.467,-.487,.954,4,TOUR Championship
16,Tommy Fleetwood,-0.133,-0.533,-1.797,1.263,4,TOUR Championship
16,Robert MacIntyre,-0.133,-0.533,-1.346,.812,4,TOUR Championship
16,Hideki Matsuyama,-0.133,-0.533,1.738,-2.272,4,TOUR Championship
19,Ludvig Åberg,-0.633,-2.533,.681,-3.214,4,TOUR Championship
19,Patrick Cantlay,-0.633,-2.533,-.203,-2.331,4,TOUR Championship
21,Byeong Hun An,-0.883,-3.533,-.345,-3.189,4,TOUR Championship
21,Aaron Rai,-0.883,-3.533,-.804,-2.729,4,TOUR Championship
23,Billy Horschel,-1.133,-4.533,-3.074,-1.460,4,TOUR Championship
24,Akshay Bhatia,-1.633,-6.533,-5.928,-.606,4,TOUR Championship
24,Tony Finau,-1.633,-6.533,.151,-6.685,4,TOUR Championship
24,Chris Kirk,-1.633,-6.533,-3.529,-3.005,4,TOUR Championship
27,Keegan Bradley,-1.883,-7.533,-5.621,-1.913,4,TOUR Championship
27,Sepp Straka,-1.883,-7.533,-6.992,-.542,4,TOUR Championship
29,Christiaan Bezuidenhout,-3.133,-12.533,-13.617,1.083,4,TOUR Championship
29,Tom Hoge,-3.133,-12.533,-9.123,-3.410,4,TOUR Championship
1,Keegan Bradley,2.375,9.501,11.190,-1.689,4,BMW Championship
2,Ludvig Åberg,2.125,8.501,3.914,4.587,4,BMW Championship
2,Sam Burns,2.125,8.501,2.135,6.366,4,BMW Championship
2,Adam Scott,2.125,8.501,6.723,1.778,4,BMW Championship
5,Cam Davis,1.375,5.501,5.264,.237,4,BMW Championship
5,Tommy Fleetwood,1.375,5.501,4.063,1.438,4,BMW Championship
5,Si Woo Kim,1.375,5.501,3.972,1.529,4,BMW Championship
5,Xander Schauffele,1.375,5.501,3.935,1.566,4,BMW Championship
9,Chris Kirk,1.125,4.501,3.364,1.137,4,BMW Championship
9,Alex Noren,1.125,4.501,.478,4.023,4,BMW Championship
11,Sungjae Im,0.875,3.501,4.017,-.516,4,BMW Championship
11,Rory McIlroy,0.875,3.501,2.162,1.339,4,BMW Championship
13,Byeong Hun An,0.625,2.501,-.617,3.118,4,BMW Championship
13,Patrick Cantlay,0.625,2.501,2.194,.307,4,BMW Championship
13,Wyndham Clark,0.625,2.501,.720,1.781,4,BMW Championship
13,Tony Finau,0.625,2.501,8.407,-5.906,4,BMW Championship
13,Tom Hoge,0.625,2.501,3.882,-1.381,4,BMW Championship
13,Shane Lowry,0.625,2.501,.947,1.554,4,BMW Championship
13,Taylor Pendrith,0.625,2.501,.110,2.391,4,BMW Championship
13,Sepp Straka,0.625,2.501,-3.304,5.805,4,BMW Championship
13,Will Zalatoris,0.625,2.501,.497,2.004,4,BMW Championship
22,Corey Conners,0.375,1.501,2.037,-.536,4,BMW Championship
22,Russell Henley,0.375,1.501,2.042,-.541,4,BMW Championship
22,Billy Horschel,0.375,1.501,3.417,-1.916,4,BMW Championship
25,Brian Harman,0.125,0.501,1.308,-.807,4,BMW Championship
26,Viktor Hovland,-0.125,-0.499,5.382,-5.881,4,BMW Championship
26,Denny McCarthy,-0.125,-0.499,-2.357,1.858,4,BMW Championship
28,Matt Fitzpatrick,-0.375,-1.499,-4.046,2.547,4,BMW Championship
28,Max Greyserman,-0.375,-1.499,-7.902,6.403,4,BMW Championship
28,Collin Morikawa,-0.375,-1.499,1.155,-2.654,4,BMW Championship
31,Thomas Detry,-0.625,-2.499,-4.997,2.498,4,BMW Championship
31,Nick Dunlap,-0.625,-2.499,.972,-3.471,4,BMW Championship
33,Christiaan Bezuidenhout,-0.875,-3.499,-4.509,1.010,4,BMW Championship
33,Jason Day,-0.875,-3.499,-3.921,.422,4,BMW Championship
33,Max Homa,-0.875,-3.499,-.786,-2.713,4,BMW Championship
33,Matthieu Pavon,-0.875,-3.499,-2.217,-1.282,4,BMW Championship
33,J.T. Poston,-0.875,-3.499,-1.272,-2.227,4,BMW Championship
33,Scottie Scheffler,-0.875,-3.499,-1.599,-1.900,4,BMW Championship
39,Stephan Jaeger,-1.125,-4.499,-8.320,3.821,4,BMW Championship
39,Justin Thomas,-1.125,-4.499,1.059,-5.558,4,BMW Championship
41,Adam Hadwin,-1.375,-5.499,-4.947,-.552,4,BMW Championship
41,Davis Thompson,-1.375,-5.499,-1.077,-4.422,4,BMW Championship
43,Aaron Rai,-1.625,-6.499,-3.137,-3.362,4,BMW Championship
43,Cameron Young,-1.625,-6.499,-9.212,2.713,4,BMW Championship
45,Akshay Bhatia,-1.875,-7.499,-8.406,.907,4,BMW Championship
46,Eric Cole,-2.375,-9.499,-5.806,-3.693,4,BMW Championship
46,Austin Eckroat,-2.375,-9.499,-5.192,-4.307,4,BMW Championship
48,Sahith Theegala,-3.375,-13.499,-4.744,-8.755,4,BMW Championship
1,Hideki Matsuyama,3.196,12.785,4.584,8.201,4,FedEx St. Jude Championship
2,Viktor Hovland,2.696,10.785,7.473,3.312,4,FedEx St. Jude Championship
2,Xander Schauffele,2.696,10.785,6.402,4.383,4,FedEx St. Jude Championship
4,Scottie Scheffler,2.446,9.785,7.881,1.904,4,FedEx St. Jude Championship
5,Sam Burns,2.196,8.785,1.654,7.131,4,FedEx St. Jude Championship
5,Nick Dunlap,2.196,8.785,5.239,3.546,4,FedEx St. Jude Championship
7,Wyndham Clark,1.946,7.785,4.890,2.895,4,FedEx St. Jude Championship
7,Robert MacIntyre,1.946,7.785,2.406,5.379,4,FedEx St. Jude Championship
9,Denny McCarthy,1.696,6.785,-.038,6.823,4,FedEx St. Jude Championship
10,Billy Horschel,1.446,5.785,4.701,1.084,4,FedEx St. Jude Championship
10,Seamus Power,1.446,5.785,1.882,3.903,4,FedEx St. Jude Championship
12,Akshay Bhatia,1.196,4.785,-.015,4.800,4,FedEx St. Jude Championship
12,Patrick Cantlay,1.196,4.785,3.175,1.610,4,FedEx St. Jude Championship
12,Maverick McNealy,1.196,4.785,2.805,1.980,4,FedEx St. Jude Championship
12,Will Zalatoris,1.196,4.785,2.728,2.057,4,FedEx St. Jude Championship
16,Tony Finau,0.946,3.785,3.890,-.105,4,FedEx St. Jude Championship
16,Aaron Rai,0.946,3.785,8.472,-4.687,4,FedEx St. Jude Championship
18,Eric Cole,0.696,2.785,2.255,.530,4,FedEx St. Jude Championship
18,Austin Eckroat,0.696,2.785,2.223,.562,4,FedEx St. Jude Championship
18,Matt Fitzpatrick,0.696,2.785,-.896,3.681,4,FedEx St. Jude Championship
18,Adam Scott,0.696,2.785,1.562,1.223,4,FedEx St. Jude Championship
22,Christiaan Bezuidenhout,0.446,1.785,2.392,-.607,4,FedEx St. Jude Championship
22,Jason Day,0.446,1.785,1.646,.139,4,FedEx St. Jude Championship
22,Tommy Fleetwood,0.446,1.785,9.762,-7.977,4,FedEx St. Jude Championship
22,Min Woo Lee,0.446,1.785,2.712,-.927,4,FedEx St. Jude Championship
22,Collin Morikawa,0.446,1.785,-.933,2.718,4,FedEx St. Jude Championship
22,Taylor Pendrith,0.446,1.785,1.341,.444,4,FedEx St. Jude Championship
22,Justin Rose,0.446,1.785,3.480,-1.695,4,FedEx St. Jude Championship
22,Brendon Todd,0.446,1.785,-4.395,6.180,4,FedEx St. Jude Championship
30,Russell Henley,0.196,0.785,-.709,1.494,4,FedEx St. Jude Championship
30,Alex Noren,0.196,0.785,-.388,1.173,4,FedEx St. Jude Championship
30,Justin Thomas,0.196,0.785,4.107,-3.322,4,FedEx St. Jude Championship
33,Byeong Hun An,-0.054,-0.215,1.933,-2.148,4,FedEx St. Jude Championship
33,Max Greyserman,-0.054,-0.215,-2.683,2.468,4,FedEx St. Jude Championship
33,Emiliano Grillo,-0.054,-0.215,3.988,-4.203,4,FedEx St. Jude Championship
33,J.T. Poston,-0.054,-0.215,-.795,.580,4,FedEx St. Jude Championship
33,Patrick Rodgers,-0.054,-0.215,-1.714,1.499,4,FedEx St. Jude Championship
33,Davis Thompson,-0.054,-0.215,.616,-.831,4,FedEx St. Jude Championship
33,Erik van Rooyen,-0.054,-0.215,2.424,-2.639,4,FedEx St. Jude Championship
40,Ludvig Åberg,-0.304,-1.215,-.991,-.224,4,FedEx St. Jude Championship
40,Cam Davis,-0.304,-1.215,-2.261,1.046,4,FedEx St. Jude Championship
40,Sungjae Im,-0.304,-1.215,-3.331,2.116,4,FedEx St. Jude Championship
40,Stephan Jaeger,-0.304,-1.215,-2.536,1.321,4,FedEx St. Jude Championship
40,Victor Perez,-0.304,-1.215,-1.810,.595,4,FedEx St. Jude Championship
40,Jhonattan Vegas,-0.304,-1.215,.394,-1.609,4,FedEx St. Jude Championship
46,Thomas Detry,-0.554,-2.215,-1.004,-1.211,4,FedEx St. Jude Championship
46,Tom Hoge,-0.554,-2.215,.410,-2.625,4,FedEx St. Jude Championship
46,Matthieu Pavon,-0.554,-2.215,-1.710,-.505,4,FedEx St. Jude Championship
46,Sahith Theegala,-0.554,-2.215,-1.996,-.219,4,FedEx St. Jude Championship
50,Corey Conners,-0.804,-3.215,-2.986,-.229,4,FedEx St. Jude Championship
50,Ben Griffin,-0.804,-3.215,-2.507,-.708,4,FedEx St. Jude Championship
50,Adam Hadwin,-0.804,-3.215,-4.310,1.095,4,FedEx St. Jude Championship
50,Brian Harman,-0.804,-3.215,-.478,-2.737,4,FedEx St. Jude Championship
50,Si Woo Kim,-0.804,-3.215,-7.072,3.857,4,FedEx St. Jude Championship
50,Tom Kim,-0.804,-3.215,2.079,-5.294,4,FedEx St. Jude Championship
50,Chris Kirk,-0.804,-3.215,-1.158,-2.057,4,FedEx St. Jude Championship
50,Shane Lowry,-0.804,-3.215,1.182,-4.397,4,FedEx St. Jude Championship
58,Mackenzie Hughes,-1.054,-4.215,-5.710,1.495,4,FedEx St. Jude Championship
59,Keegan Bradley,-1.304,-5.215,-3.884,-1.331,4,FedEx St. Jude Championship
59,Peter Malnati,-1.304,-5.215,-4.056,-1.159,4,FedEx St. Jude Championship
61,Harris English,-1.554,-6.215,-7.104,.889,4,FedEx St. Jude Championship
61,Mark Hubbard,-1.554,-6.215,-.556,-5.659,4,FedEx St. Jude Championship
61,Sepp Straka,-1.554,-6.215,-2.986,-3.229,4,FedEx St. Jude Championship
61,Cameron Young,-1.554,-6.215,-2.758,-3.457,4,FedEx St. Jude Championship
65,Nick Taylor,-1.804,-7.215,-3.442,-3.773,4,FedEx St. Jude Championship
66,Taylor Moore,-2.054,-8.215,-2.277,-5.938,4,FedEx St. Jude Championship
67,Jake Knapp,-2.554,-10.215,-5.186,-5.029,4,FedEx St. Jude Championship
68,Rory McIlroy,-3.304,-13.215,-5.382,-7.833,4,FedEx St. Jude Championship
68,Jordan Spieth,-3.304,-13.215,-10.671,-2.544,4,FedEx St. Jude Championship
70,Max Homa,-3.804,-15.215,-11.989,-3.226,4,FedEx St. Jude Championship
1,Aaron Rai,3.476,13.902,11.343,2.560,4,Wyndham Championship
2,Max Greyserman,2.976,11.902,5.502,6.401,4,Wyndham Championship
3,Ryo Hisatsune,2.726,10.902,6.593,4.310,4,Wyndham Championship
3,J.J. Spaun,2.726,10.902,9.066,1.837,4,Wyndham Championship
5,Luke Clanton,2.476,9.902,9.252,.651,4,Wyndham Championship
6,Austin Eckroat,2.226,8.902,4.388,4.515,4,Wyndham Championship
7,Eric Cole,1.976,7.902,5.216,2.687,4,Wyndham Championship
7,Trace Crowe,1.976,7.902,4.912,2.991,4,Wyndham Championship
7,Ben Griffin,1.976,7.902,6.981,.922,4,Wyndham Championship
7,Billy Horschel,1.976,7.902,4.061,3.842,4,Wyndham Championship
7,Adam Svensson,1.976,7.902,1.022,6.881,4,Wyndham Championship
12,Jacob Bridgeman,1.726,6.902,4.506,2.397,4,Wyndham Championship
12,Charley Hoffman,1.726,6.902,5.458,1.445,4,Wyndham Championship
12,Beau Hossler,1.726,6.902,3.983,2.920,4,Wyndham Championship
12,Chan Kim,1.726,6.902,7.427,-.524,4,Wyndham Championship
12,Matt Kuchar,1.726,6.902,-.508,7.411,4,Wyndham Championship
12,Mac Meissner,1.726,6.902,2.425,4.478,4,Wyndham Championship
12,Keith Mitchell,1.726,6.902,3.589,3.314,4,Wyndham Championship
12,Roger Sloan,1.726,6.902,3.655,3.248,4,Wyndham Championship
12,Davis Thompson,1.726,6.902,4.408,2.495,4,Wyndham Championship
12,Brendon Todd,1.726,6.902,2.196,4.707,4,Wyndham Championship
22,Christiaan Bezuidenhout,1.476,5.902,5.787,.116,4,Wyndham Championship
22,Keegan Bradley,1.476,5.902,6.169,-.266,4,Wyndham Championship
22,Nico Echavarria,1.476,5.902,3.977,1.926,4,Wyndham Championship
22,Chris Gotterup,1.476,5.902,.872,5.031,4,Wyndham Championship
22,Rico Hoey,1.476,5.902,2.542,3.361,4,Wyndham Championship
22,Cameron Young,1.476,5.902,8.591,-2.688,4,Wyndham Championship
28,Adam Hadwin,1.226,4.902,6.402,-1.499,4,Wyndham Championship
28,Mackenzie Hughes,1.226,4.902,-.266,5.169,4,Wyndham Championship
28,Seamus Power,1.226,4.902,3.690,1.213,4,Wyndham Championship
28,Matt Wallace,1.226,4.902,.763,4.140,4,Wyndham Championship
28,Gary Woodland,1.226,4.902,2.163,2.740,4,Wyndham Championship
33,Zach Johnson,0.976,3.902,.146,3.757,4,Wyndham Championship
33,Justin Lower,0.976,3.902,2.269,1.634,4,Wyndham Championship
33,Denny McCarthy,0.976,3.902,5.590,-1.687,4,Wyndham Championship
33,Victor Perez,0.976,3.902,1.644,2.259,4,Wyndham Championship
33,Patrick Rodgers,0.976,3.902,2.365,1.538,4,Wyndham Championship
38,Nick Hardy,0.726,2.902,6.045,-3.142,4,Wyndham Championship
38,Chandler Phillips,0.726,2.902,6.135,-3.232,4,Wyndham Championship
38,Davis Riley,0.726,2.902,-.295,3.198,4,Wyndham Championship
41,Brice Garnett,0.476,1.902,3.413,-1.510,4,Wyndham Championship
41,Doug Ghim,0.476,1.902,2.633,-.730,4,Wyndham Championship
41,Sungjae Im,0.476,1.902,-1.633,3.536,4,Wyndham Championship
41,K.H. Lee,0.476,1.902,-1.183,3.086,4,Wyndham Championship
45,Daniel Berger,0.226,0.902,-.656,1.559,4,Wyndham Championship
45,Zac Blair,0.226,0.902,.117,.786,4,Wyndham Championship
45,Cameron Champ,0.226,0.902,-.036,.939,4,Wyndham Championship
45,Brian Harman,0.226,0.902,-1.017,1.920,4,Wyndham Championship
45,Maverick McNealy,0.226,0.902,-.442,1.345,4,Wyndham Championship
45,Ryan Moore,0.226,0.902,2.768,-1.865,4,Wyndham Championship
45,Martin Trainer,0.226,0.902,-2.689,3.592,4,Wyndham Championship
52,Jorge Campillo,-0.025,-0.098,-5.103,5.006,4,Wyndham Championship
52,Taylor Moore,-0.025,-0.098,.111,-.208,4,Wyndham Championship
52,Andrew Novak,-0.025,-0.098,5.170,-5.267,4,Wyndham Championship
52,Chad Ramey,-0.025,-0.098,-.910,.813,4,Wyndham Championship
52,Justin Suh,-0.025,-0.098,-4.959,4.862,4,Wyndham Championship
52,Ben Taylor,-0.025,-0.098,-1.946,1.849,4,Wyndham Championship
52,Kevin Tway,-0.025,-0.098,.380,-.477,4,Wyndham Championship
59,Emiliano Grillo,-0.275,-1.098,-1.169,.072,4,Wyndham Championship
59,Nate Lashley,-0.275,-1.098,-.679,-.418,4,Wyndham Championship
61,Pierceson Coody,-0.525,-2.098,-4.069,1.972,4,Wyndham Championship
61,Jhonattan Vegas,-0.525,-2.098,2.982,-5.079,4,Wyndham Championship
63,Vince Whaley,-0.775,-3.098,-6.488,3.391,4,Wyndham Championship
64,Joel Dahmen,-1.025,-4.098,.809,-4.906,4,Wyndham Championship
64,Matti Schmid,-1.025,-4.098,-1.046,-3.051,4,Wyndham Championship
66,S.H. Kim,-2.525,-10.098,-17.383,7.286,4,Wyndham Championship
1,Jhonattan Vegas,3.481,13.922,8.943,4.979,4,3M Open
2,Max Greyserman,3.231,12.922,5.526,7.396,4,3M Open
3,Matt Kuchar,2.981,11.922,14.181,-2.259,4,3M Open
3,Maverick McNealy,2.981,11.922,7.927,3.995,4,3M Open
5,Taylor Pendrith,2.731,10.922,7.657,3.265,4,3M Open
6,Patrick Fishburn,2.481,9.922,5.913,4.009,4,3M Open
6,Kurt Kitayama,2.481,9.922,11.223,-1.301,4,3M Open
6,Sahith Theegala,2.481,9.922,5.275,4.647,4,3M Open
9,K.H. Lee,2.231,8.922,1.981,6.941,4,3M Open
9,Matt NeSmith,2.231,8.922,7.956,.966,4,3M Open
9,J.J. Spaun,2.231,8.922,6.168,2.754,4,3M Open
12,Sam Burns,1.981,7.922,4.003,3.919,4,3M Open
12,Cameron Champ,1.981,7.922,2.388,5.534,4,3M Open
12,Tony Finau,1.981,7.922,5.457,2.465,4,3M Open
12,Taylor Moore,1.981,7.922,1.561,6.361,4,3M Open
12,Henrik Norlander,1.981,7.922,10.711,-2.789,4,3M Open
12,Matti Schmid,1.981,7.922,5.549,2.373,4,3M Open
12,Alex Smalley,1.981,7.922,9.877,-1.955,4,3M Open
19,Jacob Bridgeman,1.731,6.922,4.922,2.000,4,3M Open
19,Cam Davis,1.731,6.922,8.877,-1.955,4,3M Open
19,Mackenzie Hughes,1.731,6.922,1.900,5.022,4,3M Open
19,Andrew Putnam,1.731,6.922,6.442,.480,4,3M Open
19,Justin Suh,1.731,6.922,1.855,5.067,4,3M Open
24,Trace Crowe,1.481,5.922,2.926,2.996,4,3M Open
24,Doug Ghim,1.481,5.922,9.633,-3.711,4,3M Open
24,Emiliano Grillo,1.481,5.922,2.642,3.280,4,3M Open
24,Harry Hall,1.481,5.922,4.019,1.903,4,3M Open
24,Ben Kohles,1.481,5.922,.722,5.200,4,3M Open
24,Andrew Novak,1.481,5.922,5.969,-.047,4,3M Open
24,Chad Ramey,1.481,5.922,3.523,2.399,4,3M Open
24,David Skinns,1.481,5.922,2.845,3.077,4,3M Open
24,Matt Wallace,1.481,5.922,5.838,.084,4,3M Open
33,Brice Garnett,1.231,4.922,3.388,1.534,4,3M Open
33,Kevin Kisner,1.231,4.922,1.528,3.394,4,3M Open
33,Kelly Kraft,1.231,4.922,2.322,2.600,4,3M Open
33,Justin Lower,1.231,4.922,2.804,2.118,4,3M Open
37,Joseph Bramlett,0.981,3.922,4.577,-.655,4,3M Open
37,Scott Piercy,0.981,3.922,5.171,-1.249,4,3M Open
37,Seamus Power,0.981,3.922,5.753,-1.831,4,3M Open
37,Patrick Rodgers,0.981,3.922,3.947,-.025,4,3M Open
37,Neal Shipley,0.981,3.922,5.326,-1.404,4,3M Open
37,Adam Svensson,0.981,3.922,4.763,-.841,4,3M Open
37,Gary Woodland,0.981,3.922,9.067,-5.145,4,3M Open
44,Lanto Griffin,0.731,2.922,1.876,1.046,4,3M Open
44,Joe Highsmith,0.731,2.922,1.980,.942,4,3M Open
46,Keegan Bradley,0.481,1.922,2.645,-.723,4,3M Open
46,Stewart Cink,0.481,1.922,.176,1.746,4,3M Open
46,MJ Daffue,0.481,1.922,1.619,.303,4,3M Open
46,Nick Hardy,0.481,1.922,1.908,.014,4,3M Open
46,Keith Mitchell,0.481,1.922,5.298,-3.376,4,3M Open
46,Davis Riley,0.481,1.922,-.315,2.237,4,3M Open
46,Robert Streb,0.481,1.922,-1.429,3.351,4,3M Open
53,Aaron Baddeley,0.231,0.922,-6.322,7.244,4,3M Open
53,Tyler Duncan,0.231,0.922,.183,.739,4,3M Open
53,Zach Johnson,0.231,0.922,.187,.735,4,3M Open
53,Ben Silverman,0.231,0.922,-1.618,2.540,4,3M Open
53,Austin Smotherman,0.231,0.922,5.801,-4.879,4,3M Open
53,Dylan Wu,0.231,0.922,-2.984,3.906,4,3M Open
59,Chris Gotterup,-0.020,-0.078,-.346,.268,4,3M Open
59,Charley Hoffman,-0.020,-0.078,5.342,-5.420,4,3M Open
59,Mac Meissner,-0.020,-0.078,2.262,-2.340,4,3M Open
59,Adam Schenk,-0.020,-0.078,-.737,.659,4,3M Open
59,Hayden Springer,-0.020,-0.078,2.629,-2.707,4,3M Open
64,Akshay Bhatia,-0.270,-1.078,1.437,-2.515,4,3M Open
64,Sam Stevens,-0.270,-1.078,-1.945,.867,4,3M Open
64,Kevin Streelman,-0.270,-1.078,-.997,-.081,4,3M Open
67,Wesley Bryan,-0.520,-2.078,-.677,-1.401,4,3M Open
67,Kevin Chappell,-0.520,-2.078,-2.839,.761,4,3M Open
67,Rico Hoey,-0.520,-2.078,-1.489,-.589,4,3M Open
67,Robby Shelton,-0.520,-2.078,-1.171,-.907,4,3M Open
71,Carson Young,-1.020,-4.078,-1.729,-2.349,4,3M Open
72,Pierceson Coody,-1.270,-5.078,-5.475,.397,4,3M Open
73,Cody Gribble,-1.770,-7.078,-4.790,-2.288,4,3M Open
73,Kevin Yu,-1.770,-7.078,-5.061,-2.017,4,3M Open
1,Nick Dunlap,3.605,14.420,9.002,5.417,4,Barracuda Championship
1,Patrick Fishburn,3.605,14.420,8.143,6.276,4,Barracuda Championship
3,Vince Whaley,3.105,12.420,9.327,3.092,4,Barracuda Championship
4,Mac Meissner,2.855,11.420,9.118,2.301,4,Barracuda Championship
5,Taylor Pendrith,2.605,10.420,9.109,1.310,4,Barracuda Championship
5,Patrick Rodgers,2.605,10.420,7.595,2.824,4,Barracuda Championship
7,Chad Ramey,2.355,9.420,3.295,6.124,4,Barracuda Championship
8,Patton Kizzire,2.105,8.420,7.623,.796,4,Barracuda Championship
