rank,player,avg,total_sg_putting,measured_rounds,tournament
1,Ben Silverman,2.481,9.924,4,Mexico Open at Vidanta
2,Henrik Norlander,1.821,7.284,4,Mexico Open at Vidanta
3,Martin Trainer,1.664,6.658,4,Mexico Open at Vidanta
4,Aaron Baddeley,1.479,5.918,4,Mexico Open at Vidanta
5,James Hahn,1.434,5.738,4,Mexico Open at Vidanta
6,Wilson Furr,1.362,5.447,4,Mexico Open at Vidanta
7,Sami Valimaki,1.340,5.361,4,Mexico Open at Vidanta
8,Trace Crowe,1.325,5.301,4,Mexico Open at Vidanta
9,Cameron Champ,1.307,5.230,4,Mexico Open at Vidanta
10,Ryan McCormick,1.281,5.126,4,Mexico Open at Vidanta
11,Chan Kim,1.249,4.998,4,Mexico Open at Vidanta
12,Maverick McNealy,1.068,4.271,4,Mexico Open at Vidanta
13,Stephan Jaeger,1.056,4.223,4,Mexico Open at Vidanta
14,Chad Ramey,1.007,4.029,4,Mexico Open at Vidanta
15,Davis Thompson,0.913,3.653,4,Mexico Open at Vidanta
16,Brandon Wu,0.811,3.244,4,Mexico Open at Vidanta
17,Jake Knapp,0.800,3.201,4,Mexico Open at Vidanta
18,Justin Lower,0.732,2.930,4,Mexico Open at Vidanta
19,C.T. Pan,0.711,2.846,4,Mexico Open at Vidanta
20,Jorge Campillo,0.673,2.694,4,Mexico Open at Vidanta
21,Nico Echavarria,0.555,2.220,4,Mexico Open at Vidanta
22,Stuart Macdonald,0.507,2.030,4,Mexico Open at Vidanta
23,Emiliano Grillo,0.456,1.823,4,Mexico Open at Vidanta
24,Carson Young,0.453,1.814,4,Mexico Open at Vidanta
25,Parker Coody,0.428,1.711,4,Mexico Open at Vidanta
26,Greyson Sigg,0.349,1.395,4,Mexico Open at Vidanta
27,Dylan Wu,0.338,1.351,4,Mexico Open at Vidanta
28,Garrick Higgo,0.318,1.273,4,Mexico Open at Vidanta
29,Erik van Rooyen,0.305,1.220,4,Mexico Open at Vidanta
30,Mark Hubbard,0.280,1.119,4,Mexico Open at Vidanta
30,Alvaro Ortiz,0.280,1.119,4,Mexico Open at Vidanta
32,Patrick Rodgers,0.267,1.070,4,Mexico Open at Vidanta
33,Joseph Bramlett,0.251,1.005,4,Mexico Open at Vidanta
33,Matt Wallace,0.251,1.004,4,Mexico Open at Vidanta
35,Santiago De la Fuente,0.157,0.629,4,Mexico Open at Vidanta
36,Rafael Campos,0.127,0.510,4,Mexico Open at Vidanta
37,Ryo Hisatsune,0.117,0.467,4,Mexico Open at Vidanta
38,Robert MacIntyre,0.108,0.433,4,Mexico Open at Vidanta
39,MJ Daffue,0.102,0.407,4,Mexico Open at Vidanta
40,Tony Finau,0.069,0.277,4,Mexico Open at Vidanta
41,Austin Smotherman,0.057,0.228,4,Mexico Open at Vidanta
42,Thorbjørn Olesen,0.053,0.213,4,Mexico Open at Vidanta
43,Robby Shelton,0.021,0.083,4,Mexico Open at Vidanta
44,Doug Ghim,-0.022,-0.086,4,Mexico Open at Vidanta
45,Chandler Phillips,-0.163,-0.651,4,Mexico Open at Vidanta
46,Kevin Dougherty,-0.170,-0.680,4,Mexico Open at Vidanta
47,Lanto Griffin,-0.195,-0.781,4,Mexico Open at Vidanta
48,Chesson Hadley,-0.245,-0.978,4,Mexico Open at Vidanta
49,Hayden Springer,-0.274,-1.095,4,Mexico Open at Vidanta
50,Padraig Harrington,-0.306,-1.223,4,Mexico Open at Vidanta
51,Harry Hall,-0.361,-1.442,4,Mexico Open at Vidanta
52,Ryan Palmer,-0.474,-1.896,4,Mexico Open at Vidanta
53,Aaron Rai,-0.487,-1.948,4,Mexico Open at Vidanta
54,Victor Perez,-0.518,-2.072,4,Mexico Open at Vidanta
55,Nicolai Højgaard,-0.575,-2.301,4,Mexico Open at Vidanta
56,Jimmy Stanger,-0.578,-2.313,4,Mexico Open at Vidanta
57,Cristobal Del Solar,-0.610,-2.438,4,Mexico Open at Vidanta
58,Troy Merritt,-0.662,-2.647,4,Mexico Open at Vidanta
59,Ryan Moore,-0.751,-3.003,4,Mexico Open at Vidanta
60,Keith Mitchell,-0.778,-3.110,4,Mexico Open at Vidanta
61,Andrew Novak,-0.779,-3.117,4,Mexico Open at Vidanta
62,Jhonattan Vegas,-0.839,-3.355,4,Mexico Open at Vidanta
63,Erik Barnes,-1.097,-4.386,4,Mexico Open at Vidanta
64,Austin Eckroat,-1.187,-4.748,4,Mexico Open at Vidanta
65,Carl Yuan,-1.193,-4.772,4,Mexico Open at Vidanta
1,Luke List,1.664,6.658,4,The Genesis Invitational
2,Patrick Cantlay,1.542,6.170,4,The Genesis Invitational
3,Hideki Matsuyama,1.074,4.297,4,The Genesis Invitational
4,Tommy Fleetwood,1.048,4.194,4,The Genesis Invitational
5,Harris English,0.928,3.711,4,The Genesis Invitational
6,Beau Hossler,0.905,3.619,4,The Genesis Invitational
7,Brendon Todd,0.801,3.203,4,The Genesis Invitational
8,Max Homa,0.787,3.150,4,The Genesis Invitational
9,Adam Hadwin,0.761,3.044,4,The Genesis Invitational
10,Christiaan Bezuidenhout,0.730,2.919,4,The Genesis Invitational
11,Adam Scott,0.625,2.499,4,The Genesis Invitational
12,Rickie Fowler,0.586,2.346,4,The Genesis Invitational
13,Emiliano Grillo,0.571,2.286,4,The Genesis Invitational
14,Will Zalatoris,0.569,2.278,4,The Genesis Invitational
15,Lee Hodges,0.564,2.256,4,The Genesis Invitational
16,Sahith Theegala,0.524,2.097,4,The Genesis Invitational
17,Sam Burns,0.440,1.761,4,The Genesis Invitational
18,Collin Morikawa,0.408,1.632,4,The Genesis Invitational
19,Xander Schauffele,0.399,1.596,4,The Genesis Invitational
20,Eric Cole,0.393,1.573,4,The Genesis Invitational
21,Seamus Power,0.379,1.518,4,The Genesis Invitational
22,Ben Griffin,0.313,1.254,4,The Genesis Invitational
23,Ludvig Åberg,0.248,0.993,4,The Genesis Invitational
24,Sungjae Im,0.229,0.916,4,The Genesis Invitational
25,Tom Hoge,0.212,0.848,4,The Genesis Invitational
26,J.T. Poston,0.204,0.815,4,The Genesis Invitational
27,Rory McIlroy,0.197,0.789,4,The Genesis Invitational
28,Andrew Putnam,0.159,0.635,4,The Genesis Invitational
29,Nicolai Højgaard,0.129,0.515,4,The Genesis Invitational
30,Viktor Hovland,0.078,0.311,4,The Genesis Invitational
31,Denny McCarthy,-0.074,-0.296,4,The Genesis Invitational
32,Cameron Young,-0.097,-0.387,4,The Genesis Invitational
33,Russell Henley,-0.137,-0.546,4,The Genesis Invitational
34,Mackenzie Hughes,-0.158,-0.633,4,The Genesis Invitational
35,Jason Day,-0.164,-0.657,4,The Genesis Invitational
36,Brian Harman,-0.196,-0.785,4,The Genesis Invitational
37,Si Woo Kim,-0.248,-0.991,4,The Genesis Invitational
38,Gary Woodland,-0.299,-1.195,4,The Genesis Invitational
39,Kurt Kitayama,-0.357,-1.426,4,The Genesis Invitational
40,Taylor Moore,-0.407,-1.627,4,The Genesis Invitational
41,Charley Hoffman,-0.457,-1.828,4,The Genesis Invitational
42,Nick Taylor,-0.463,-1.853,4,The Genesis Invitational
43,Cam Davis,-0.563,-2.250,4,The Genesis Invitational
44,Tom Kim,-0.573,-2.290,4,The Genesis Invitational
45,Adam Svensson,-0.665,-2.659,4,The Genesis Invitational
46,Corey Conners,-0.800,-3.199,4,The Genesis Invitational
47,Tony Finau,-0.897,-3.586,4,The Genesis Invitational
48,Byeong Hun An,-0.944,-3.774,4,The Genesis Invitational
49,Chase Johnson,-0.973,-3.890,4,The Genesis Invitational
50,Lucas Glover,-0.990,-3.960,4,The Genesis Invitational
51,Scottie Scheffler,-1.090,-4.359,4,The Genesis Invitational
1,Nick Taylor,2.234,8.934,4,WM Phoenix Open
2,Charley Hoffman,1.796,7.183,4,WM Phoenix Open
3,Brendon Todd,1.712,6.848,4,WM Phoenix Open
4,Aaron Baddeley,1.629,6.517,4,WM Phoenix Open
5,Kevin Chappell,1.596,6.384,4,WM Phoenix Open
6,Ryan Fox,1.490,5.959,4,WM Phoenix Open
7,Cameron Young,1.304,5.214,4,WM Phoenix Open
8,Jordan Spieth,1.268,5.072,4,WM Phoenix Open
9,Billy Horschel,1.201,4.803,4,WM Phoenix Open
10,Harris English,1.138,4.551,4,WM Phoenix Open
11,Kurt Kitayama,1.120,4.480,4,WM Phoenix Open
12,Sam Burns,1.056,4.223,4,WM Phoenix Open
13,Hayden Buckley,0.960,3.841,4,WM Phoenix Open
14,Adam Schenk,0.914,3.656,4,WM Phoenix Open
15,Sahith Theegala,0.880,3.521,4,WM Phoenix Open
16,Jesse Mueller,0.812,3.249,4,WM Phoenix Open
17,Andrew Novak,0.799,3.195,4,WM Phoenix Open
18,Thomas Detry,0.758,3.031,4,WM Phoenix Open
19,Taylor Montgomery,0.741,2.963,4,WM Phoenix Open
20,Jake Knapp,0.738,2.951,4,WM Phoenix Open
21,Justin Suh,0.704,2.816,4,WM Phoenix Open
22,Garrick Higgo,0.599,2.394,4,WM Phoenix Open
23,Matt Fitzpatrick,0.595,2.379,4,WM Phoenix Open
24,Ben Griffin,0.594,2.374,4,WM Phoenix Open
25,Davis Thompson,0.521,2.082,4,WM Phoenix Open
26,Tom Hoge,0.516,2.062,4,WM Phoenix Open
27,Sam Stevens,0.440,1.759,4,WM Phoenix Open
28,Adam Scott,0.416,1.664,4,WM Phoenix Open
29,Hideki Matsuyama,0.410,1.640,4,WM Phoenix Open
30,Brian Harman,0.399,1.596,4,WM Phoenix Open
31,Maverick McNealy,0.386,1.542,4,WM Phoenix Open
32,Keith Mitchell,0.371,1.482,4,WM Phoenix Open
33,Doug Ghim,0.282,1.127,4,WM Phoenix Open
34,Eric Cole,0.278,1.112,4,WM Phoenix Open
35,Corey Conners,0.233,0.930,4,WM Phoenix Open
36,Joel Dahmen,0.232,0.929,4,WM Phoenix Open
37,Robby Shelton,0.210,0.838,4,WM Phoenix Open
38,Tom Kim,0.183,0.731,4,WM Phoenix Open
39,Harry Hall,0.172,0.689,4,WM Phoenix Open
40,Si Woo Kim,0.161,0.642,4,WM Phoenix Open
41,Daniel Berger,0.158,0.631,4,WM Phoenix Open
42,Zac Blair,0.127,0.506,4,WM Phoenix Open
43,Tyson Alexander,0.112,0.447,4,WM Phoenix Open
44,Alex Noren,0.108,0.432,4,WM Phoenix Open
45,Scottie Scheffler,0.105,0.419,4,WM Phoenix Open
46,Martin Laird,0.103,0.412,4,WM Phoenix Open
47,Justin Thomas,0.087,0.348,4,WM Phoenix Open
48,Denny McCarthy,0.042,0.169,4,WM Phoenix Open
49,Nick Hardy,-0.038,-0.154,4,WM Phoenix Open
50,Zach Johnson,-0.074,-0.296,4,WM Phoenix Open
51,Jim Knous,-0.108,-0.434,4,WM Phoenix Open
52,S.H. Kim,-0.111,-0.443,4,WM Phoenix Open
53,Jhonattan Vegas,-0.192,-0.770,4,WM Phoenix Open
54,Wyndham Clark,-0.212,-0.850,4,WM Phoenix Open
55,Min Woo Lee,-0.231,-0.924,4,WM Phoenix Open
56,Sami Valimaki,-0.253,-1.011,4,WM Phoenix Open
57,Christiaan Bezuidenhout,-0.264,-1.056,4,WM Phoenix Open
58,Mark Hubbard,-0.414,-1.657,4,WM Phoenix Open
59,Matt Wallace,-0.441,-1.766,4,WM Phoenix Open
60,Beau Hossler,-0.458,-1.833,4,WM Phoenix Open
61,Emiliano Grillo,-0.577,-2.307,4,WM Phoenix Open
62,Carson Young,-0.630,-2.520,4,WM Phoenix Open
63,Tyler Duncan,-0.646,-2.584,4,WM Phoenix Open
64,Matt NeSmith,-0.661,-2.643,4,WM Phoenix Open
65,Sungjae Im,-0.733,-2.931,4,WM Phoenix Open
66,Byeong Hun An,-0.742,-2.970,4,WM Phoenix Open
67,Shane Lowry,-0.773,-3.093,4,WM Phoenix Open
68,Justin Lower,-0.787,-3.148,4,WM Phoenix Open
69,Adrien Dumont de Chassart,-0.943,-3.774,4,WM Phoenix Open
70,Taylor Moore,-1.120,-4.482,4,WM Phoenix Open
71,Bud Cauley,-1.435,-5.740,4,WM Phoenix Open
72,Seamus Power,-1.656,-6.625,4,WM Phoenix Open
73,Nicolo Galletti,-1.673,-6.694,4,WM Phoenix Open
1,Wyndham Clark,3.458,6.917,2,AT&T Pebble Beach Pro-Am
2,Mark Hubbard,2.397,4.794,2,AT&T Pebble Beach Pro-Am
3,Emiliano Grillo,2.274,4.549,2,AT&T Pebble Beach Pro-Am
4,Seamus Power,1.950,3.900,2,AT&T Pebble Beach Pro-Am
5,Matthieu Pavon,1.842,3.683,2,AT&T Pebble Beach Pro-Am
6,Taylor Montgomery,1.808,3.616,2,AT&T Pebble Beach Pro-Am
7,Andrew Putnam,1.707,3.415,2,AT&T Pebble Beach Pro-Am
8,Tom Hoge,1.598,3.196,2,AT&T Pebble Beach Pro-Am
9,Sam Burns,1.591,3.183,2,AT&T Pebble Beach Pro-Am
10,Brandon Wu,1.528,3.056,2,AT&T Pebble Beach Pro-Am
11,Peter Malnati,1.390,2.779,2,AT&T Pebble Beach Pro-Am
12,Ludvig Åberg,1.364,2.729,2,AT&T Pebble Beach Pro-Am
13,Sahith Theegala,1.358,2.717,2,AT&T Pebble Beach Pro-Am
14,J.T. Poston,1.200,2.400,2,AT&T Pebble Beach Pro-Am
15,Denny McCarthy,1.166,2.332,2,AT&T Pebble Beach Pro-Am
16,Nick Hardy,1.138,2.276,2,AT&T Pebble Beach Pro-Am
17,Beau Hossler,1.092,2.184,2,AT&T Pebble Beach Pro-Am
18,Adam Schenk,1.059,2.118,2,AT&T Pebble Beach Pro-Am
19,Justin Rose,1.018,2.037,2,AT&T Pebble Beach Pro-Am
20,Christiaan Bezuidenhout,1.013,2.025,2,AT&T Pebble Beach Pro-Am
21,Byeong Hun An,0.976,1.952,2,AT&T Pebble Beach Pro-Am
22,J.J. Spaun,0.971,1.941,2,AT&T Pebble Beach Pro-Am
23,Sungjae Im,0.963,1.926,2,AT&T Pebble Beach Pro-Am
24,Nick Taylor,0.954,1.908,2,AT&T Pebble Beach Pro-Am
25,Keegan Bradley,0.754,1.509,2,AT&T Pebble Beach Pro-Am
26,Taylor Moore,0.740,1.481,2,AT&T Pebble Beach Pro-Am
27,S.H. Kim,0.661,1.321,2,AT&T Pebble Beach Pro-Am
28,Nicolai Højgaard,0.637,1.275,2,AT&T Pebble Beach Pro-Am
29,Thomas Detry,0.540,1.081,2,AT&T Pebble Beach Pro-Am
30,Maverick McNealy,0.506,1.011,2,AT&T Pebble Beach Pro-Am
31,Eric Cole,0.480,0.959,2,AT&T Pebble Beach Pro-Am
32,Scottie Scheffler,0.418,0.837,2,AT&T Pebble Beach Pro-Am
33,Jason Day,0.321,0.643,2,AT&T Pebble Beach Pro-Am
34,Collin Morikawa,0.305,0.609,2,AT&T Pebble Beach Pro-Am
35,Erik van Rooyen,0.231,0.461,2,AT&T Pebble Beach Pro-Am
36,Chris Kirk,0.195,0.390,2,AT&T Pebble Beach Pro-Am
37,Patrick Cantlay,0.043,0.087,2,AT&T Pebble Beach Pro-Am
38,Hayden Buckley,-0.061,-0.123,2,AT&T Pebble Beach Pro-Am
39,Keith Mitchell,-0.107,-0.213,2,AT&T Pebble Beach Pro-Am
40,Brendon Todd,-0.115,-0.230,2,AT&T Pebble Beach Pro-Am
41,Alex Noren,-0.129,-0.258,2,AT&T Pebble Beach Pro-Am
42,Max Homa,-0.261,-0.523,2,AT&T Pebble Beach Pro-Am
43,Xander Schauffele,-0.288,-0.576,2,AT&T Pebble Beach Pro-Am
44,Matt Kuchar,-0.293,-0.586,2,AT&T Pebble Beach Pro-Am
45,Luke List,-0.308,-0.617,2,AT&T Pebble Beach Pro-Am
46,Viktor Hovland,-0.321,-0.642,2,AT&T Pebble Beach Pro-Am
47,Si Woo Kim,-0.338,-0.676,2,AT&T Pebble Beach Pro-Am
48,Stephan Jaeger,-0.355,-0.709,2,AT&T Pebble Beach Pro-Am
49,Adam Scott,-0.401,-0.801,2,AT&T Pebble Beach Pro-Am
50,Tom Kim,-0.472,-0.945,2,AT&T Pebble Beach Pro-Am
51,Grayson Murray,-0.515,-1.030,2,AT&T Pebble Beach Pro-Am
52,Alex Smalley,-0.561,-1.123,2,AT&T Pebble Beach Pro-Am
53,Mackenzie Hughes,-0.562,-1.124,2,AT&T Pebble Beach Pro-Am
54,Adam Hadwin,-0.625,-1.251,2,AT&T Pebble Beach Pro-Am
55,Corey Conners,-0.649,-1.297,2,AT&T Pebble Beach Pro-Am
56,Sepp Straka,-0.651,-1.302,2,AT&T Pebble Beach Pro-Am
57,Adam Svensson,-0.680,-1.361,2,AT&T Pebble Beach Pro-Am
58,Lucas Glover,-0.722,-1.444,2,AT&T Pebble Beach Pro-Am
59,Tommy Fleetwood,-0.801,-1.602,2,AT&T Pebble Beach Pro-Am
59,Patrick Rodgers,-0.801,-1.602,2,AT&T Pebble Beach Pro-Am
61,Webb Simpson,-0.831,-1.662,2,AT&T Pebble Beach Pro-Am
62,Nick Dunlap,-1.030,-2.060,2,AT&T Pebble Beach Pro-Am
63,Davis Riley,-1.046,-2.092,2,AT&T Pebble Beach Pro-Am
64,Rory McIlroy,-1.089,-2.177,2,AT&T Pebble Beach Pro-Am
65,Sam Ryder,-1.099,-2.198,2,AT&T Pebble Beach Pro-Am
66,Matt Fitzpatrick,-1.145,-2.290,2,AT&T Pebble Beach Pro-Am
67,Justin Thomas,-1.156,-2.311,2,AT&T Pebble Beach Pro-Am
68,Hideki Matsuyama,-1.175,-2.350,2,AT&T Pebble Beach Pro-Am
69,Kurt Kitayama,-1.333,-2.667,2,AT&T Pebble Beach Pro-Am
70,Jordan Spieth,-1.467,-2.933,2,AT&T Pebble Beach Pro-Am
71,Cameron Young,-1.504,-3.007,2,AT&T Pebble Beach Pro-Am
72,Russell Henley,-1.625,-3.250,2,AT&T Pebble Beach Pro-Am
73,Harris English,-1.637,-3.275,2,AT&T Pebble Beach Pro-Am
74,Lee Hodges,-1.688,-3.376,2,AT&T Pebble Beach Pro-Am
75,Brian Harman,-1.711,-3.421,2,AT&T Pebble Beach Pro-Am
76,Cam Davis,-1.859,-3.718,2,AT&T Pebble Beach Pro-Am
77,Tony Finau,-1.896,-3.792,2,AT&T Pebble Beach Pro-Am
78,Rickie Fowler,-2.322,-4.644,2,AT&T Pebble Beach Pro-Am
79,Ben Griffin,-2.867,-5.735,2,AT&T Pebble Beach Pro-Am
80,Kevin Yu,-3.154,-6.307,2,AT&T Pebble Beach Pro-Am
1,Hayden Springer,2.741,8.224,3,Farmers Insurance Open
2,Scott Stallings,2.439,7.317,3,Farmers Insurance Open
3,Ryan Brehm,2.192,6.576,3,Farmers Insurance Open
4,Justin Suh,2.089,6.267,3,Farmers Insurance Open
5,Matthieu Pavon,1.988,5.965,3,Farmers Insurance Open
6,Nate Lashley,1.970,5.909,3,Farmers Insurance Open
7,Taylor Montgomery,1.953,5.859,3,Farmers Insurance Open
8,Austin Eckroat,1.884,5.652,3,Farmers Insurance Open
9,Joseph Bramlett,1.879,5.638,3,Farmers Insurance Open
10,Alejandro Tosti,1.668,5.004,3,Farmers Insurance Open
11,Beau Hossler,1.657,4.971,3,Farmers Insurance Open
12,Aaron Baddeley,1.604,4.812,3,Farmers Insurance Open
13,Akshay Bhatia,1.595,4.784,3,Farmers Insurance Open
14,Jacob Bridgeman,1.193,3.580,3,Farmers Insurance Open
15,Dylan Wu,1.157,3.470,3,Farmers Insurance Open
16,Lanto Griffin,1.145,3.436,3,Farmers Insurance Open
17,Thomas Detry,1.139,3.416,3,Farmers Insurance Open
18,Trace Crowe,1.092,3.276,3,Farmers Insurance Open
19,Kevin Yu,0.964,2.893,3,Farmers Insurance Open
20,Chesson Hadley,0.950,2.849,3,Farmers Insurance Open
21,Adam Schenk,0.778,2.334,3,Farmers Insurance Open
22,Kevin Dougherty,0.774,2.322,3,Farmers Insurance Open
23,Ben Taylor,0.733,2.199,3,Farmers Insurance Open
24,Joe Highsmith,0.674,2.022,3,Farmers Insurance Open
25,Justin Rose,0.623,1.869,3,Farmers Insurance Open
26,Will Zalatoris,0.621,1.863,3,Farmers Insurance Open
27,S.H. Kim,0.616,1.847,3,Farmers Insurance Open
28,Nicolai Højgaard,0.564,1.692,3,Farmers Insurance Open
29,Max Homa,0.561,1.683,3,Farmers Insurance Open
30,Sahith Theegala,0.553,1.658,3,Farmers Insurance Open
31,Erik Barnes,0.543,1.628,3,Farmers Insurance Open
32,Sami Valimaki,0.542,1.626,3,Farmers Insurance Open
33,Jake Knapp,0.503,1.510,3,Farmers Insurance Open
34,Doug Ghim,0.451,1.353,3,Farmers Insurance Open
35,Tom Hoge,0.407,1.220,3,Farmers Insurance Open
36,Ludvig Åberg,0.377,1.130,3,Farmers Insurance Open
37,Aaron Rai,0.219,0.656,3,Farmers Insurance Open
38,Taylor Pendrith,0.184,0.553,3,Farmers Insurance Open
39,Brandt Snedeker,0.178,0.535,3,Farmers Insurance Open
40,Emiliano Grillo,0.156,0.469,3,Farmers Insurance Open
41,Chandler Phillips,0.143,0.429,3,Farmers Insurance Open
42,Carson Young,0.117,0.351,3,Farmers Insurance Open
43,Mackenzie Hughes,0.062,0.185,3,Farmers Insurance Open
44,Maverick McNealy,0.061,0.183,3,Farmers Insurance Open
45,Tyson Alexander,0.030,0.090,3,Farmers Insurance Open
46,Shane Lowry,0.028,0.084,3,Farmers Insurance Open
47,Charley Hoffman,0.025,0.074,3,Farmers Insurance Open
48,Min Woo Lee,-0.065,-0.195,3,Farmers Insurance Open
49,Parker Coody,-0.066,-0.198,3,Farmers Insurance Open
50,Vincent Norrman,-0.125,-0.375,3,Farmers Insurance Open
51,Justin Lower,-0.132,-0.397,3,Farmers Insurance Open
52,Sam Stevens,-0.148,-0.444,3,Farmers Insurance Open
53,Taiga Semikawa,-0.171,-0.514,3,Farmers Insurance Open
53,Tom Whitney,-0.171,-0.513,3,Farmers Insurance Open
55,Ben Martin,-0.197,-0.590,3,Farmers Insurance Open
56,Patrick Rodgers,-0.265,-0.795,3,Farmers Insurance Open
57,Nick Hardy,-0.302,-0.907,3,Farmers Insurance Open
58,Bronson Burgoon,-0.360,-1.081,3,Farmers Insurance Open
59,Harris English,-0.373,-1.118,3,Farmers Insurance Open
60,Chris Gotterup,-0.406,-1.217,3,Farmers Insurance Open
61,Taylor Moore,-0.447,-1.341,3,Farmers Insurance Open
62,Stephan Jaeger,-0.530,-1.591,3,Farmers Insurance Open
63,Robby Shelton,-0.542,-1.626,3,Farmers Insurance Open
64,Rafael Campos,-0.568,-1.705,3,Farmers Insurance Open
65,Mark Hubbard,-0.642,-1.927,3,Farmers Insurance Open
66,Alexander Björk,-0.657,-1.972,3,Farmers Insurance Open
67,Keegan Bradley,-0.740,-2.219,3,Farmers Insurance Open
68,Ben Silverman,-0.761,-2.282,3,Farmers Insurance Open
69,Michael Kim,-0.829,-2.487,3,Farmers Insurance Open
70,Francesco Molinari,-0.911,-2.732,3,Farmers Insurance Open
71,Luke List,-0.914,-2.743,3,Farmers Insurance Open
72,Tony Finau,-0.972,-2.917,3,Farmers Insurance Open
73,Xander Schauffele,-0.988,-2.963,3,Farmers Insurance Open
74,Zac Blair,-1.109,-3.328,3,Farmers Insurance Open
75,Patrick Cantlay,-1.157,-3.472,3,Farmers Insurance Open
76,Hideki Matsuyama,-1.207,-3.621,3,Farmers Insurance Open
77,Ryo Hisatsune,-1.255,-3.766,3,Farmers Insurance Open
78,Chad Ramey,-1.325,-3.976,3,Farmers Insurance Open
79,Adrien Dumont de Chassart,-1.390,-4.169,3,Farmers Insurance Open
1,Emiliano Grillo,2.217,8.869,4,Sony Open in Hawaii
2,Denny McCarthy,2.037,8.150,4,Sony Open in Hawaii
3,Brian Harman,1.919,7.675,4,Sony Open in Hawaii
4,Cam Davis,1.764,7.056,4,Sony Open in Hawaii
5,Ryo Hisatsune,1.743,6.972,4,Sony Open in Hawaii
6,Matt Wallace,1.706,6.826,4,Sony Open in Hawaii
7,Andrew Putnam,1.575,6.301,4,Sony Open in Hawaii
8,Taylor Pendrith,1.267,5.068,4,Sony Open in Hawaii
9,Stewart Cink,1.203,4.811,4,Sony Open in Hawaii
10,Ben Griffin,1.165,4.662,4,Sony Open in Hawaii
11,Michael Kim,1.158,4.634,4,Sony Open in Hawaii
12,Keegan Bradley,1.150,4.601,4,Sony Open in Hawaii
13,Harris English,1.122,4.490,4,Sony Open in Hawaii
14,Davis Thompson,1.077,4.309,4,Sony Open in Hawaii
15,Billy Horschel,1.058,4.233,4,Sony Open in Hawaii
16,Mark Hubbard,1.004,4.016,4,Sony Open in Hawaii
17,J.T. Poston,0.973,3.891,4,Sony Open in Hawaii
18,Maverick McNealy,0.938,3.752,4,Sony Open in Hawaii
19,Eric Cole,0.886,3.546,4,Sony Open in Hawaii
20,Charley Hoffman,0.875,3.499,4,Sony Open in Hawaii
21,Stephan Jaeger,0.858,3.431,4,Sony Open in Hawaii
22,Robert MacIntyre,0.856,3.423,4,Sony Open in Hawaii
23,Byeong Hun An,0.853,3.413,4,Sony Open in Hawaii
24,Patrick Rodgers,0.835,3.341,4,Sony Open in Hawaii
25,Nick Taylor,0.812,3.248,4,Sony Open in Hawaii
26,Carl Yuan,0.792,3.167,4,Sony Open in Hawaii
27,Matthieu Pavon,0.771,3.083,4,Sony Open in Hawaii
28,Russell Henley,0.754,3.018,4,Sony Open in Hawaii
29,Grayson Murray,0.701,2.804,4,Sony Open in Hawaii
30,Ben Kohles,0.684,2.736,4,Sony Open in Hawaii
31,Will Gordon,0.583,2.331,4,Sony Open in Hawaii
32,Justin Rose,0.557,2.229,4,Sony Open in Hawaii
33,Brendon Todd,0.551,2.205,4,Sony Open in Hawaii
34,Ludvig Åberg,0.543,2.172,4,Sony Open in Hawaii
35,Robby Shelton,0.539,2.155,4,Sony Open in Hawaii
36,Ben Silverman,0.517,2.067,4,Sony Open in Hawaii
37,Sam Stevens,0.411,1.645,4,Sony Open in Hawaii
38,Nick Hardy,0.379,1.517,4,Sony Open in Hawaii
39,Troy Merritt,0.378,1.511,4,Sony Open in Hawaii
40,S.H. Kim,0.283,1.134,4,Sony Open in Hawaii
41,Taiga Semikawa,0.259,1.036,4,Sony Open in Hawaii
42,Nico Echavarria,0.234,0.935,4,Sony Open in Hawaii
43,Akshay Bhatia,0.232,0.928,4,Sony Open in Hawaii
44,Patton Kizzire,0.218,0.873,4,Sony Open in Hawaii
45,Brandon Wu,0.115,0.460,4,Sony Open in Hawaii
46,Garrick Higgo,0.069,0.275,4,Sony Open in Hawaii
47,Taylor Montgomery,0.060,0.240,4,Sony Open in Hawaii
48,Yuto Katsuragawa,0.038,0.152,4,Sony Open in Hawaii
49,Harry Hall,0.030,0.121,4,Sony Open in Hawaii
50,Adam Svensson,0.012,0.049,4,Sony Open in Hawaii
51,Tyrrell Hatton,0.008,0.034,4,Sony Open in Hawaii
52,Austin Eckroat,-0.018,-0.070,4,Sony Open in Hawaii
53,Chandler Phillips,-0.020,-0.080,4,Sony Open in Hawaii
53,Alejandro Tosti,-0.020,-0.080,4,Sony Open in Hawaii
55,Hideki Matsuyama,-0.048,-0.193,4,Sony Open in Hawaii
56,Kurt Kitayama,-0.063,-0.253,4,Sony Open in Hawaii
57,Dylan Wu,-0.075,-0.301,4,Sony Open in Hawaii
58,Alex Noren,-0.088,-0.351,4,Sony Open in Hawaii
59,Matt NeSmith,-0.153,-0.610,4,Sony Open in Hawaii
60,Jake Knapp,-0.238,-0.950,4,Sony Open in Hawaii
61,Lanto Griffin,-0.265,-1.060,4,Sony Open in Hawaii
62,Joseph Bramlett,-0.395,-1.580,4,Sony Open in Hawaii
63,Erik van Rooyen,-0.451,-1.802,4,Sony Open in Hawaii
64,Zac Blair,-0.455,-1.821,4,Sony Open in Hawaii
