rank,player,avg,total_sg_ott,measured_rounds,tournament
27,Matthieu Pavon,-0.447,-1.788,4,TOUR Championship
28,Sepp Straka,-0.892,-3.569,4,TOUR Championship
29,Keegan Bradley,-0.944,-3.776,4,TOUR Championship
30,Christiaan Bezuidenhout,-1.318,-5.271,4,TOUR Championship
1,Wyndham Clark,1.129,4.518,4,BMW Championship
2,Tony Finau,1.078,4.311,4,BMW Championship
3,Xander Schauffele,1.060,4.241,4,BMW Championship
4,Byeong Hun An,0.837,3.348,4,BMW Championship
5,Corey Conners,0.764,3.055,4,BMW Championship
6,Tommy Fleetwood,0.721,2.883,4,BMW Championship
7,Keegan Bradley,0.703,2.811,4,BMW Championship
8,Sungjae Im,0.623,2.491,4,BMW Championship
9,Chris Kirk,0.615,2.459,4,BMW Championship
10,Ludvig Åberg,0.565,2.259,4,BMW Championship
11,Matthieu Pavon,0.551,2.206,4,BMW Championship
12,Alex Noren,0.431,1.725,4,BMW Championship
13,Rory McIlroy,0.428,1.711,4,BMW Championship
14,Scottie Scheffler,0.421,1.685,4,BMW Championship
15,Aaron Rai,0.332,1.327,4,BMW Championship
16,Brian Harman,0.300,1.202,4,BMW Championship
17,Russell Henley,0.225,0.900,4,BMW Championship
18,Billy Horschel,0.206,0.825,4,BMW Championship
19,Patrick Cantlay,0.190,0.760,4,BMW Championship
20,Collin Morikawa,0.143,0.571,4,BMW Championship
21,Nick Dunlap,0.039,0.157,4,BMW Championship
22,Taylor Pendrith,-0.013,-0.050,4,BMW Championship
23,Sepp Straka,-0.042,-0.166,4,BMW Championship
24,Viktor Hovland,-0.057,-0.228,4,BMW Championship
25,Sam Burns,-0.059,-0.236,4,BMW Championship
26,Thomas Detry,-0.063,-0.251,4,BMW Championship
27,Shane Lowry,-0.070,-0.281,4,BMW Championship
28,Si Woo Kim,-0.073,-0.293,4,BMW Championship
29,Will Zalatoris,-0.095,-0.380,4,BMW Championship
30,Akshay Bhatia,-0.110,-0.439,4,BMW Championship
31,Davis Thompson,-0.193,-0.773,4,BMW Championship
32,Max Greyserman,-0.194,-0.777,4,BMW Championship
33,Matt Fitzpatrick,-0.202,-0.807,4,BMW Championship
34,Adam Scott,-0.241,-0.962,4,BMW Championship
35,Christiaan Bezuidenhout,-0.324,-1.294,4,BMW Championship
36,Jason Day,-0.360,-1.440,4,BMW Championship
37,Adam Hadwin,-0.375,-1.498,4,BMW Championship
38,Cam Davis,-0.422,-1.687,4,BMW Championship
39,Justin Thomas,-0.424,-1.696,4,BMW Championship
40,Denny McCarthy,-0.476,-1.903,4,BMW Championship
41,Sahith Theegala,-0.482,-1.927,4,BMW Championship
42,J.T. Poston,-0.539,-2.155,4,BMW Championship
43,Austin Eckroat,-0.672,-2.687,4,BMW Championship
44,Stephan Jaeger,-0.696,-2.782,4,BMW Championship
45,Cameron Young,-0.775,-3.101,4,BMW Championship
46,Eric Cole,-1.107,-4.429,4,BMW Championship
47,Tom Hoge,-1.402,-5.608,4,BMW Championship
48,Max Homa,-2.180,-8.718,4,BMW Championship
1,Seamus Power,0.926,3.703,4,FedEx St. Jude Championship
2,Min Woo Lee,0.920,3.679,4,FedEx St. Jude Championship
3,Scottie Scheffler,0.902,3.608,4,FedEx St. Jude Championship
4,Patrick Cantlay,0.785,3.141,4,FedEx St. Jude Championship
5,Viktor Hovland,0.773,3.092,4,FedEx St. Jude Championship
6,Erik van Rooyen,0.762,3.047,4,FedEx St. Jude Championship
7,Cam Davis,0.741,2.964,4,FedEx St. Jude Championship
8,Brian Harman,0.702,2.807,4,FedEx St. Jude Championship
9,Jason Day,0.669,2.677,4,FedEx St. Jude Championship
10,Ludvig Åberg,0.659,2.637,4,FedEx St. Jude Championship
11,Tommy Fleetwood,0.635,2.541,4,FedEx St. Jude Championship
12,Wyndham Clark,0.627,2.508,4,FedEx St. Jude Championship
13,Max Greyserman,0.614,2.456,4,FedEx St. Jude Championship
14,Maverick McNealy,0.612,2.447,4,FedEx St. Jude Championship
15,Hideki Matsuyama,0.563,2.251,4,FedEx St. Jude Championship
16,Sepp Straka,0.512,2.048,4,FedEx St. Jude Championship
17,Adam Scott,0.485,1.939,4,FedEx St. Jude Championship
18,Will Zalatoris,0.445,1.780,4,FedEx St. Jude Championship
19,Russell Henley,0.375,1.499,4,FedEx St. Jude Championship
20,Jhonattan Vegas,0.369,1.478,4,FedEx St. Jude Championship
21,Xander Schauffele,0.343,1.372,4,FedEx St. Jude Championship
22,Sahith Theegala,0.341,1.366,4,FedEx St. Jude Championship
23,Keegan Bradley,0.303,1.214,4,FedEx St. Jude Championship
24,Chris Kirk,0.275,1.102,4,FedEx St. Jude Championship
25,Emiliano Grillo,0.269,1.078,4,FedEx St. Jude Championship
26,Jordan Spieth,0.266,1.064,4,FedEx St. Jude Championship
27,Justin Rose,0.265,1.061,4,FedEx St. Jude Championship
28,Davis Thompson,0.258,1.033,4,FedEx St. Jude Championship
29,Jake Knapp,0.240,0.962,4,FedEx St. Jude Championship
30,Matthieu Pavon,0.200,0.800,4,FedEx St. Jude Championship
31,Nick Dunlap,0.199,0.796,4,FedEx St. Jude Championship
32,Mark Hubbard,0.153,0.613,4,FedEx St. Jude Championship
33,Robert MacIntyre,0.132,0.530,4,FedEx St. Jude Championship
34,Thomas Detry,0.128,0.511,4,FedEx St. Jude Championship
35,Billy Horschel,0.116,0.464,4,FedEx St. Jude Championship
36,Shane Lowry,0.102,0.409,4,FedEx St. Jude Championship
37,Nick Taylor,0.087,0.347,4,FedEx St. Jude Championship
38,Stephan Jaeger,0.004,0.015,4,FedEx St. Jude Championship
39,Aaron Rai,-0.013,-0.050,4,FedEx St. Jude Championship
40,Brendon Todd,-0.052,-0.206,4,FedEx St. Jude Championship
41,Adam Hadwin,-0.097,-0.389,4,FedEx St. Jude Championship
42,Austin Eckroat,-0.134,-0.535,4,FedEx St. Jude Championship
43,Corey Conners,-0.138,-0.550,4,FedEx St. Jude Championship
44,Tom Hoge,-0.159,-0.634,4,FedEx St. Jude Championship
44,J.T. Poston,-0.159,-0.634,4,FedEx St. Jude Championship
46,Justin Thomas,-0.170,-0.679,4,FedEx St. Jude Championship
47,Akshay Bhatia,-0.172,-0.688,4,FedEx St. Jude Championship
48,Victor Perez,-0.201,-0.804,4,FedEx St. Jude Championship
49,Byeong Hun An,-0.262,-1.046,4,FedEx St. Jude Championship
50,Cameron Young,-0.283,-1.132,4,FedEx St. Jude Championship
51,Ben Griffin,-0.290,-1.160,4,FedEx St. Jude Championship
52,Sam Burns,-0.329,-1.314,4,FedEx St. Jude Championship
53,Collin Morikawa,-0.371,-1.484,4,FedEx St. Jude Championship
54,Christiaan Bezuidenhout,-0.373,-1.490,4,FedEx St. Jude Championship
55,Taylor Pendrith,-0.418,-1.670,4,FedEx St. Jude Championship
56,Taylor Moore,-0.429,-1.717,4,FedEx St. Jude Championship
57,Matt Fitzpatrick,-0.455,-1.820,4,FedEx St. Jude Championship
58,Denny McCarthy,-0.601,-2.404,4,FedEx St. Jude Championship
59,Tom Kim,-0.617,-2.468,4,FedEx St. Jude Championship
60,Tony Finau,-0.639,-2.555,4,FedEx St. Jude Championship
61,Peter Malnati,-0.660,-2.638,4,FedEx St. Jude Championship
62,Patrick Rodgers,-0.757,-3.028,4,FedEx St. Jude Championship
63,Alex Noren,-0.845,-3.378,4,FedEx St. Jude Championship
64,Harris English,-0.956,-3.822,4,FedEx St. Jude Championship
65,Si Woo Kim,-0.971,-3.883,4,FedEx St. Jude Championship
66,Rory McIlroy,-0.974,-3.894,4,FedEx St. Jude Championship
67,Sungjae Im,-1.016,-4.063,4,FedEx St. Jude Championship
68,Eric Cole,-1.210,-4.841,4,FedEx St. Jude Championship
69,Mackenzie Hughes,-1.400,-5.598,4,FedEx St. Jude Championship
70,Max Homa,-1.612,-6.449,4,FedEx St. Jude Championship
1,Cameron Young,1.397,5.590,4,Wyndham Championship
2,Keith Mitchell,1.134,4.535,4,Wyndham Championship
3,Cameron Champ,0.841,3.364,4,Wyndham Championship
4,Austin Eckroat,0.781,3.126,4,Wyndham Championship
5,Sungjae Im,0.758,3.032,4,Wyndham Championship
5,Chandler Phillips,0.758,3.032,4,Wyndham Championship
7,Patrick Rodgers,0.734,2.937,4,Wyndham Championship
8,J.J. Spaun,0.732,2.929,4,Wyndham Championship
9,Charley Hoffman,0.730,2.919,4,Wyndham Championship
10,Jacob Bridgeman,0.723,2.892,4,Wyndham Championship
11,Keegan Bradley,0.704,2.815,4,Wyndham Championship
12,Davis Thompson,0.700,2.802,4,Wyndham Championship
13,Adam Hadwin,0.686,2.745,4,Wyndham Championship
14,Rico Hoey,0.682,2.730,4,Wyndham Championship
15,Chan Kim,0.622,2.487,4,Wyndham Championship
16,Beau Hossler,0.621,2.483,4,Wyndham Championship
17,Mac Meissner,0.572,2.288,4,Wyndham Championship
18,Trace Crowe,0.565,2.262,4,Wyndham Championship
19,Chris Gotterup,0.519,2.076,4,Wyndham Championship
20,Taylor Moore,0.499,1.997,4,Wyndham Championship
21,Matt Kuchar,0.492,1.969,4,Wyndham Championship
22,Seamus Power,0.461,1.843,4,Wyndham Championship
23,Max Greyserman,0.451,1.803,4,Wyndham Championship
24,Kevin Tway,0.419,1.677,4,Wyndham Championship
25,Ryo Hisatsune,0.408,1.634,4,Wyndham Championship
26,Luke Clanton,0.382,1.528,4,Wyndham Championship
27,Andrew Novak,0.375,1.502,4,Wyndham Championship
28,Nico Echavarria,0.372,1.488,4,Wyndham Championship
29,Aaron Rai,0.361,1.446,4,Wyndham Championship
30,Maverick McNealy,0.348,1.391,4,Wyndham Championship
31,Nick Hardy,0.325,1.299,4,Wyndham Championship
32,Billy Horschel,0.299,1.196,4,Wyndham Championship
33,Gary Woodland,0.266,1.063,4,Wyndham Championship
34,Martin Trainer,0.218,0.873,4,Wyndham Championship
35,Zach Johnson,0.189,0.755,4,Wyndham Championship
36,Matt Wallace,0.179,0.715,4,Wyndham Championship
37,Emiliano Grillo,0.162,0.650,4,Wyndham Championship
38,Daniel Berger,0.146,0.585,4,Wyndham Championship
39,Zac Blair,0.106,0.423,4,Wyndham Championship
40,Chad Ramey,0.104,0.418,4,Wyndham Championship
41,Denny McCarthy,0.088,0.351,4,Wyndham Championship
42,Justin Suh,0.060,0.240,4,Wyndham Championship
43,Brendon Todd,0.039,0.157,4,Wyndham Championship
44,Eric Cole,0.028,0.111,4,Wyndham Championship
45,K.H. Lee,0.009,0.035,4,Wyndham Championship
46,Jhonattan Vegas,-0.040,-0.158,4,Wyndham Championship
47,Brice Garnett,-0.061,-0.242,4,Wyndham Championship
48,Victor Perez,-0.079,-0.317,4,Wyndham Championship
49,Adam Svensson,-0.094,-0.375,4,Wyndham Championship
50,Davis Riley,-0.103,-0.413,4,Wyndham Championship
51,Matti Schmid,-0.139,-0.556,4,Wyndham Championship
52,Roger Sloan,-0.171,-0.682,4,Wyndham Championship
53,Ben Taylor,-0.241,-0.963,4,Wyndham Championship
54,Ryan Moore,-0.244,-0.975,4,Wyndham Championship
55,Doug Ghim,-0.272,-1.089,4,Wyndham Championship
56,Brian Harman,-0.414,-1.657,4,Wyndham Championship
57,Joel Dahmen,-0.512,-2.049,4,Wyndham Championship
58,Nate Lashley,-0.517,-2.067,4,Wyndham Championship
59,Jorge Campillo,-0.621,-2.485,4,Wyndham Championship
60,Ben Griffin,-0.630,-2.519,4,Wyndham Championship
61,Justin Lower,-0.667,-2.666,4,Wyndham Championship
62,Christiaan Bezuidenhout,-0.725,-2.901,4,Wyndham Championship
63,S.H. Kim,-0.975,-3.900,4,Wyndham Championship
64,Mackenzie Hughes,-0.979,-3.915,4,Wyndham Championship
65,Pierceson Coody,-1.221,-4.884,4,Wyndham Championship
66,Vince Whaley,-1.235,-4.939,4,Wyndham Championship
1,Taylor Pendrith,1.326,5.304,4,3M Open
2,Doug Ghim,1.039,4.157,4,3M Open
3,Carson Young,1.004,4.016,4,3M Open
4,Adam Schenk,0.976,3.904,4,3M Open
5,Sahith Theegala,0.969,3.878,4,3M Open
6,Cameron Champ,0.874,3.497,4,3M Open
7,Cam Davis,0.819,3.275,4,3M Open
8,Ben Kohles,0.813,3.251,4,3M Open
9,Jhonattan Vegas,0.807,3.230,4,3M Open
10,Hayden Springer,0.795,3.180,4,3M Open
11,Joe Highsmith,0.773,3.093,4,3M Open
12,Kurt Kitayama,0.766,3.063,4,3M Open
13,Kevin Streelman,0.746,2.985,4,3M Open
14,Tyler Duncan,0.731,2.923,4,3M Open
15,Matt NeSmith,0.709,2.835,4,3M Open
16,Matti Schmid,0.703,2.813,4,3M Open
17,Seamus Power,0.691,2.765,4,3M Open
18,Neal Shipley,0.661,2.644,4,3M Open
19,Joseph Bramlett,0.655,2.621,4,3M Open
20,Scott Piercy,0.628,2.514,4,3M Open
21,Robby Shelton,0.580,2.319,4,3M Open
22,Henrik Norlander,0.559,2.235,4,3M Open
23,Lanto Griffin,0.529,2.118,4,3M Open
24,Matt Kuchar,0.525,2.101,4,3M Open
25,Nick Hardy,0.507,2.027,4,3M Open
26,Brice Garnett,0.506,2.025,4,3M Open
27,Andrew Novak,0.503,2.011,4,3M Open
28,Emiliano Grillo,0.477,1.907,4,3M Open
29,Alex Smalley,0.455,1.820,4,3M Open
30,Justin Lower,0.409,1.637,4,3M Open
31,MJ Daffue,0.383,1.531,4,3M Open
32,Chris Gotterup,0.378,1.511,4,3M Open
33,David Skinns,0.361,1.446,4,3M Open
34,Maverick McNealy,0.329,1.315,4,3M Open
35,K.H. Lee,0.300,1.201,4,3M Open
36,Chad Ramey,0.299,1.198,4,3M Open
37,Max Greyserman,0.242,0.968,4,3M Open
37,J.J. Spaun,0.242,0.967,4,3M Open
39,Sam Burns,0.226,0.904,4,3M Open
40,Patrick Fishburn,0.221,0.883,4,3M Open
41,Pierceson Coody,0.217,0.869,4,3M Open
42,Tony Finau,0.201,0.806,4,3M Open
43,Rico Hoey,0.176,0.706,4,3M Open
44,Matt Wallace,0.171,0.685,4,3M Open
45,Mac Meissner,0.165,0.661,4,3M Open
46,Jacob Bridgeman,0.148,0.593,4,3M Open
47,Sam Stevens,0.131,0.525,4,3M Open
48,Mackenzie Hughes,0.088,0.353,4,3M Open
48,Zach Johnson,0.088,0.353,4,3M Open
50,Adam Svensson,0.076,0.305,4,3M Open
51,Gary Woodland,0.070,0.281,4,3M Open
52,Justin Suh,0.033,0.131,4,3M Open
53,Charley Hoffman,0.028,0.114,4,3M Open
54,Robert Streb,0.022,0.090,4,3M Open
55,Keegan Bradley,0.008,0.034,4,3M Open
56,Kevin Kisner,-0.059,-0.237,4,3M Open
57,Harry Hall,-0.070,-0.280,4,3M Open
58,Patrick Rodgers,-0.083,-0.330,4,3M Open
59,Austin Smotherman,-0.086,-0.343,4,3M Open
60,Taylor Moore,-0.129,-0.515,4,3M Open
61,Stewart Cink,-0.141,-0.564,4,3M Open
62,Andrew Putnam,-0.170,-0.681,4,3M Open
63,Kelly Kraft,-0.288,-1.151,4,3M Open
64,Davis Riley,-0.321,-1.282,4,3M Open
65,Ben Silverman,-0.371,-1.485,4,3M Open
66,Kevin Yu,-0.450,-1.801,4,3M Open
67,Kevin Chappell,-0.553,-2.213,4,3M Open
68,Cody Gribble,-0.606,-2.423,4,3M Open
69,Keith Mitchell,-0.770,-3.080,4,3M Open
70,Dylan Wu,-0.822,-3.286,4,3M Open
71,Akshay Bhatia,-0.847,-3.388,4,3M Open
72,Trace Crowe,-1.113,-4.452,4,3M Open
73,Wesley Bryan,-1.791,-7.164,4,3M Open
74,Aaron Baddeley,-2.104,-8.415,4,3M Open
1,Max Greyserman,1.758,7.032,4,Barracuda Championship
2,Nick Dunlap,1.353,5.412,4,Barracuda Championship
3,Max Rottluff,1.313,5.252,4,Barracuda Championship
4,Patrick Rodgers,1.186,4.745,4,Barracuda Championship
5,Paul Waring,1.168,4.671,4,Barracuda Championship
6,Chesson Hadley,1.110,4.441,4,Barracuda Championship
7,MJ Daffue,1.074,4.298,4,Barracuda Championship
8,Patrick Fishburn,1.049,4.198,4,Barracuda Championship
9,Chan Kim,1.043,4.171,4,Barracuda Championship
10,Todd Clements,1.035,4.142,4,Barracuda Championship
11,Matti Schmid,0.921,3.684,4,Barracuda Championship
12,Sam Stevens,0.749,2.996,4,Barracuda Championship
13,Mark Hubbard,0.729,2.917,4,Barracuda Championship
14,Lanto Griffin,0.713,2.852,4,Barracuda Championship
15,Will Gordon,0.636,2.545,4,Barracuda Championship
16,Max Kieffer,0.603,2.413,4,Barracuda Championship
17,Patton Kizzire,0.602,2.410,4,Barracuda Championship
18,Kevin Chappell,0.581,2.323,4,Barracuda Championship
18,Charley Hoffman,0.581,2.325,4,Barracuda Championship
20,Marcus Armitage,0.567,2.268,4,Barracuda Championship
21,Justin Suh,0.508,2.034,4,Barracuda Championship
22,Mac Meissner,0.487,1.949,4,Barracuda Championship
23,J.J. Spaun,0.466,1.863,4,Barracuda Championship
24,Ben Silverman,0.464,1.856,4,Barracuda Championship
25,Martin Laird,0.461,1.845,4,Barracuda Championship
26,Ryan Brehm,0.378,1.512,4,Barracuda Championship
27,Scott Piercy,0.351,1.406,4,Barracuda Championship
28,Espen Kofstad,0.345,1.379,4,Barracuda Championship
29,Joseph Bramlett,0.333,1.331,4,Barracuda Championship
30,Oliver Wilson,0.328,1.312,4,Barracuda Championship
31,Michael Kim,0.310,1.239,4,Barracuda Championship
32,Mitchell Schow,0.287,1.149,4,Barracuda Championship
33,Neal Shipley,0.276,1.104,4,Barracuda Championship
34,Vince Whaley,0.274,1.096,4,Barracuda Championship
35,Taylor Pendrith,0.239,0.955,4,Barracuda Championship
36,Michael Thorbjornsen,0.210,0.842,4,Barracuda Championship
37,Hurly Long,0.199,0.796,4,Barracuda Championship
38,Sam Ryder,0.180,0.722,4,Barracuda Championship
39,Henrik Norlander,0.138,0.551,4,Barracuda Championship
40,Cameron Champ,0.116,0.463,4,Barracuda Championship
41,Jayden Schaper,0.054,0.217,4,Barracuda Championship
42,Chad Ramey,0.046,0.185,4,Barracuda Championship
43,Casey Jarvis,0.036,0.145,4,Barracuda Championship
44,Hayden Buckley,0.010,0.039,4,Barracuda Championship
45,Lukas Nemecz,0.002,0.009,4,Barracuda Championship
46,Alejandro Tosti,-0.030,-0.119,4,Barracuda Championship
47,Nate Lashley,-0.057,-0.227,4,Barracuda Championship
48,Adrien Saddier,-0.062,-0.248,4,Barracuda Championship
49,Ben Taylor,-0.137,-0.549,4,Barracuda Championship
50,Ian Gilligan,-0.167,-0.666,4,Barracuda Championship
51,Robby Shelton,-0.295,-1.181,4,Barracuda Championship
52,Rico Hoey,-0.298,-1.191,4,Barracuda Championship
53,S.H. Kim,-0.382,-1.526,4,Barracuda Championship
54,Sam Bairstow,-0.400,-1.601,4,Barracuda Championship
55,Chase Hanna,-0.431,-1.722,4,Barracuda Championship
56,Peter Malnati,-0.437,-1.747,4,Barracuda Championship
57,S.Y. Noh,-0.510,-2.038,4,Barracuda Championship
58,Nick Watney,-0.607,-2.427,4,Barracuda Championship
59,Scott Gutschewski,-0.609,-2.435,4,Barracuda Championship
60,Sean O'Hair,-0.622,-2.489,4,Barracuda Championship
61,Chez Reavie,-0.666,-2.662,4,Barracuda Championship
62,Jake Knapp,-0.908,-3.631,4,Barracuda Championship
63,Andrew Putnam,-0.971,-3.884,4,Barracuda Championship
64,Alex Smalley,-1.023,-4.093,4,Barracuda Championship
65,Santiago Tarrio,-1.455,-5.819,4,Barracuda Championship
1,Luke Clanton,1.614,6.456,4,ISCO Championship
2,Sam Bairstow,1.306,5.224,4,ISCO Championship
3,Andy Sullivan,1.303,5.211,4,ISCO Championship
4,Patrick Fishburn,1.091,4.366,4,ISCO Championship
5,Ben Silverman,0.935,3.741,4,ISCO Championship
6,Johannes Veerman,0.861,3.444,4,ISCO Championship
7,Ricardo Gouveia,0.850,3.401,4,ISCO Championship
8,Fabrizio Zanotti,0.764,3.057,4,ISCO Championship
9,Francesco Laporta,0.759,3.035,4,ISCO Championship
10,Mac Meissner,0.751,3.005,4,ISCO Championship
11,Cooper Musselman,0.723,2.892,4,ISCO Championship
12,Nick Hardy,0.703,2.812,4,ISCO Championship
13,Paul Barjon,0.702,2.808,4,ISCO Championship
14,Lanto Griffin,0.691,2.763,4,ISCO Championship
15,Pierceson Coody,0.686,2.745,4,ISCO Championship
16,Chan Kim,0.657,2.629,4,ISCO Championship
17,Angel Hidalgo Portillo,0.611,2.443,4,ISCO Championship
18,Ben Taylor,0.585,2.339,4,ISCO Championship
19,Henrik Norlander,0.568,2.271,4,ISCO Championship
20,Neal Shipley,0.537,2.150,4,ISCO Championship
21,Kevin Chappell,0.528,2.112,4,ISCO Championship
22,Callum Tarren,0.515,2.061,4,ISCO Championship
23,Zac Blair,0.512,2.047,4,ISCO Championship
24,Matthis Besard,0.500,2.000,4,ISCO Championship
25,Jacques Kruyswijk,0.472,1.888,4,ISCO Championship
26,Rico Hoey,0.469,1.875,4,ISCO Championship
27,Austin Smotherman,0.446,1.785,4,ISCO Championship
28,S.Y. Noh,0.428,1.714,4,ISCO Championship
29,Kevin Tway,0.420,1.682,4,ISCO Championship
30,Adrien Saddier,0.372,1.488,4,ISCO Championship
31,Patton Kizzire,0.302,1.209,4,ISCO Championship
32,Cody Gribble,0.285,1.142,4,ISCO Championship
33,Garrick Higgo,0.232,0.929,4,ISCO Championship
34,Ryan Moore,0.202,0.808,4,ISCO Championship
35,Marcus Kinhult,0.195,0.782,4,ISCO Championship
36,Lukas Nemecz,0.183,0.732,4,ISCO Championship
37,Alex Smalley,0.120,0.482,4,ISCO Championship
38,Jonathan Byrd,0.094,0.377,4,ISCO Championship
39,Tom Vaillant,0.087,0.347,4,ISCO Championship
40,Spencer Cross,0.027,0.108,4,ISCO Championship
41,Hayden Springer,0.025,0.101,4,ISCO Championship
42,S.H. Kim,0.021,0.085,4,ISCO Championship
43,Dylan Wu,0.003,0.014,4,ISCO Championship
44,William McGirt,-0.011,-0.045,4,ISCO Championship
45,Andrea Pavan,-0.027,-0.109,4,ISCO Championship
46,Andrew Wilson,-0.071,-0.285,4,ISCO Championship
47,David Lipsky,-0.097,-0.389,4,ISCO Championship
48,Sam Ryder,-0.102,-0.409,4,ISCO Championship
49,Chad Ramey,-0.107,-0.429,4,ISCO Championship
50,MJ Daffue,-0.244,-0.977,4,ISCO Championship
51,Sebastian Friedrichsen,-0.277,-1.107,4,ISCO Championship
52,Aaron Baddeley,-0.344,-1.377,4,ISCO Championship
53,Chez Reavie,-0.383,-1.533,4,ISCO Championship
54,Matt NeSmith,-0.407,-1.627,4,ISCO Championship
55,James Hahn,-0.412,-1.648,4,ISCO Championship
56,Hayden Buckley,-0.436,-1.742,4,ISCO Championship
57,Harry Hall,-0.452,-1.807,4,ISCO Championship
58,Troy Merritt,-0.488,-1.953,4,ISCO Championship
59,Max Rottluff,-0.489,-1.957,4,ISCO Championship
60,Roger Sloan,-0.593,-2.372,4,ISCO Championship
61,J.J. Spaun,-0.644,-2.577,4,ISCO Championship
62,Russell Knox,-0.676,-2.702,4,ISCO Championship
63,Brandon Wu,-0.701,-2.805,4,ISCO Championship
64,Ryan McCormick,-0.918,-3.673,4,ISCO Championship
65,Brandt Snedeker,-0.964,-3.855,4,ISCO Championship
66,Bill Haas,-1.076,-4.302,4,ISCO Championship
67,Kevin Kisner,-1.153,-4.610,4,ISCO Championship
1,Niklas Norgaard,1.630,6.519,4,Genesis Scottish Open
2,Rory McIlroy,1.355,5.419,4,Genesis Scottish Open
3,Haotong Li,1.203,4.810,4,Genesis Scottish Open
4,Adam Scott,1.046,4.184,4,Genesis Scottish Open
5,Nick Bachem,0.893,3.571,4,Genesis Scottish Open
6,Min Woo Lee,0.770,3.078,4,Genesis Scottish Open
7,Tommy Fleetwood,0.767,3.066,4,Genesis Scottish Open
8,Tom Kim,0.760,3.039,4,Genesis Scottish Open
9,Robert MacIntyre,0.690,2.758,4,Genesis Scottish Open
10,Cam Davis,0.654,2.617,4,Genesis Scottish Open
11,Victor Perez,0.637,2.546,4,Genesis Scottish Open
12,Thomas Detry,0.613,2.452,4,Genesis Scottish Open
13,Davis Thompson,0.543,2.171,4,Genesis Scottish Open
14,Richard Mansell,0.539,2.157,4,Genesis Scottish Open
15,Erik van Rooyen,0.538,2.150,4,Genesis Scottish Open
16,Sahith Theegala,0.533,2.131,4,Genesis Scottish Open
17,Gary Woodland,0.510,2.039,4,Genesis Scottish Open
18,Seamus Power,0.509,2.036,4,Genesis Scottish Open
19,Sam Stevens,0.500,1.998,4,Genesis Scottish Open
20,Kurt Kitayama,0.463,1.852,4,Genesis Scottish Open
21,Matthew Jordan,0.462,1.846,4,Genesis Scottish Open
22,Nicolai Højgaard,0.452,1.809,4,Genesis Scottish Open
23,Alejandro Del Rey,0.427,1.707,4,Genesis Scottish Open
24,Ludvig Åberg,0.419,1.677,4,Genesis Scottish Open
25,Yannik Paul,0.409,1.637,4,Genesis Scottish Open
26,Rasmus Højgaard,0.399,1.596,4,Genesis Scottish Open
27,Ben Griffin,0.391,1.565,4,Genesis Scottish Open
28,Ugo Coussaud,0.356,1.425,4,Genesis Scottish Open
29,Daniel Hillier,0.341,1.364,4,Genesis Scottish Open
30,Alex Noren,0.336,1.344,4,Genesis Scottish Open
31,Harris English,0.310,1.240,4,Genesis Scottish Open
32,Si Woo Kim,0.306,1.223,4,Genesis Scottish Open
33,Justin Lower,0.304,1.214,4,Genesis Scottish Open
34,Marcel Siem,0.249,0.994,4,Genesis Scottish Open
35,Aaron Rai,0.232,0.926,4,Genesis Scottish Open
36,Viktor Hovland,0.216,0.863,4,Genesis Scottish Open
37,Lee Hodges,0.207,0.829,4,Genesis Scottish Open
38,Wyndham Clark,0.200,0.799,4,Genesis Scottish Open
39,Grant Forrest,0.170,0.680,4,Genesis Scottish Open
40,Jorge Campillo,0.167,0.668,4,Genesis Scottish Open
41,Junghwan Lee,0.141,0.563,4,Genesis Scottish Open
42,Connor Syme,0.104,0.415,4,Genesis Scottish Open
43,Ben Kohles,0.102,0.406,4,Genesis Scottish Open
44,Charley Hoffman,0.098,0.393,4,Genesis Scottish Open
45,Brian Harman,0.047,0.186,4,Genesis Scottish Open
46,Francesco Molinari,0.023,0.091,4,Genesis Scottish Open
47,Xander Schauffele,0.010,0.041,4,Genesis Scottish Open
48,Collin Morikawa,0.000,-0.002,4,Genesis Scottish Open
49,Daniel Brown,-0.016,-0.066,4,Genesis Scottish Open
50,Max Kieffer,-0.044,-0.176,4,Genesis Scottish Open
51,Max Greyserman,-0.056,-0.226,4,Genesis Scottish Open
52,Justin Thomas,-0.064,-0.256,4,Genesis Scottish Open
53,Max Homa,-0.092,-0.369,4,Genesis Scottish Open
54,Thorbjørn Olesen,-0.097,-0.390,4,Genesis Scottish Open
55,Sungjae Im,-0.127,-0.509,4,Genesis Scottish Open
56,Matteo Manassero,-0.129,-0.518,4,Genesis Scottish Open
57,Corey Conners,-0.133,-0.534,4,Genesis Scottish Open
58,Adam Hadwin,-0.149,-0.596,4,Genesis Scottish Open
59,Jesper Svensson,-0.155,-0.621,4,Genesis Scottish Open
60,Matt Fitzpatrick,-0.225,-0.902,4,Genesis Scottish Open
61,Romain Langasque,-0.310,-1.242,4,Genesis Scottish Open
62,Ryan Fox,-0.348,-1.392,4,Genesis Scottish Open
63,Jens Dantorp,-0.358,-1.432,4,Genesis Scottish Open
64,Julien Guerrier,-0.378,-1.514,4,Genesis Scottish Open
65,Andrew Novak,-0.456,-1.826,4,Genesis Scottish Open
66,Antoine Rozner,-0.482,-1.927,4,Genesis Scottish Open
67,Brendon Todd,-0.496,-1.985,4,Genesis Scottish Open
68,Eric Cole,-0.588,-2.354,4,Genesis Scottish Open
69,Nick Taylor,-0.641,-2.563,4,Genesis Scottish Open
