rank,player,total,total_sg_ott_avg,total_sg_apr_avg,total_sg_arg_avg,measured_rounds,tournament
67,Zach Johnson,-0.608,-0.316,-0.779,0.487,4,Rocket Mortgage Classic
68,Pierceson Coody,-0.670,0.970,-0.342,-1.298,4,Rocket Mortgage Classic
69,"Blaine Hale, Jr.",-0.719,-0.121,-0.116,-0.482,4,Rocket Mortgage Classic
70,Brandon Wu,-1.072,-0.870,-0.306,0.104,4,Rocket Mortgage Classic
71,Peter Malnati,-1.133,0.023,-0.723,-0.433,4,Rocket Mortgage Classic
72,Chandler Phillips,-1.394,-0.123,-0.405,-0.866,4,Rocket Mortgage Classic
73,Aaron Baddeley,-1.601,-0.880,-0.415,-0.306,4,Rocket Mortgage Classic
74,Luke List,-1.747,-0.041,-0.718,-0.988,4,Rocket Mortgage Classic
1,Tom Kim,2.609,0.933,1.316,0.359,4,Travelers Championship
2,Scottie Scheffler,2.497,0.980,1.084,0.434,4,Travelers Championship
3,Tom Hoge,2.404,0.634,2.106,-0.336,4,Travelers Championship
4,Brian Harman,2.203,1.282,0.477,0.443,4,Travelers Championship
5,Ludvig Åberg,2.167,0.344,1.070,0.753,4,Travelers Championship
6,Sungjae Im,2.040,0.070,1.270,0.700,4,Travelers Championship
7,Cameron Young,1.880,0.941,0.165,0.774,4,Travelers Championship
8,Shane Lowry,1.792,0.288,1.319,0.185,4,Travelers Championship
9,Justin Thomas,1.749,0.290,0.912,0.546,4,Travelers Championship
10,Austin Eckroat,1.625,0.910,0.845,-0.130,4,Travelers Championship
11,Tony Finau,1.543,-0.192,0.731,1.004,4,Travelers Championship
12,Collin Morikawa,1.539,0.497,0.628,0.413,4,Travelers Championship
13,Tommy Fleetwood,1.496,0.533,1.275,-0.312,4,Travelers Championship
14,Stephan Jaeger,0.993,0.457,0.871,-0.336,4,Travelers Championship
15,Akshay Bhatia,0.991,0.873,0.141,-0.024,4,Travelers Championship
16,Corey Conners,0.926,0.447,-0.093,0.572,4,Travelers Championship
17,Patrick Cantlay,0.851,0.489,0.121,0.241,4,Travelers Championship
18,Wyndham Clark,0.849,0.171,0.869,-0.192,4,Travelers Championship
19,Adam Svensson,0.813,0.104,0.133,0.576,4,Travelers Championship
20,Seamus Power,0.755,0.339,0.106,0.310,4,Travelers Championship
21,Sepp Straka,0.655,0.234,0.967,-0.545,4,Travelers Championship
22,Nick Taylor,0.610,-0.597,0.768,0.439,4,Travelers Championship
23,Lee Hodges,0.577,0.017,0.723,-0.163,4,Travelers Championship
24,Hideki Matsuyama,0.564,1.042,-1.177,0.699,4,Travelers Championship
25,Russell Henley,0.557,-0.068,0.803,-0.178,4,Travelers Championship
26,Christiaan Bezuidenhout,0.553,0.635,-0.315,0.232,4,Travelers Championship
27,Xander Schauffele,0.434,0.201,0.531,-0.299,4,Travelers Championship
28,Viktor Hovland,0.429,1.301,-0.188,-0.684,4,Travelers Championship
29,Robert MacIntyre,0.341,0.504,-0.938,0.775,4,Travelers Championship
30,Adam Hadwin,0.249,0.056,-0.241,0.433,4,Travelers Championship
31,Will Zalatoris,0.183,0.480,-0.493,0.196,4,Travelers Championship
32,Lucas Glover,0.122,-0.192,0.796,-0.482,4,Travelers Championship
33,Matthieu Pavon,0.017,0.348,0.429,-0.760,4,Travelers Championship
34,Denny McCarthy,-0.010,-0.709,0.427,0.273,4,Travelers Championship
35,Taylor Pendrith,-0.092,-0.178,0.310,-0.224,4,Travelers Championship
36,Kurt Kitayama,-0.201,0.322,-0.175,-0.348,4,Travelers Championship
37,Matt Fitzpatrick,-0.245,0.557,-0.897,0.096,4,Travelers Championship
38,Sahith Theegala,-0.302,-0.265,-0.184,0.147,4,Travelers Championship
39,Nick Dunlap,-0.342,-0.012,0.251,-0.580,4,Travelers Championship
40,Jake Knapp,-0.437,-0.259,-0.028,-0.150,4,Travelers Championship
41,Victor Perez,-0.505,0.579,-0.455,-0.629,4,Travelers Championship
42,Patrick Rodgers,-0.518,0.243,-0.837,0.076,4,Travelers Championship
43,Si Woo Kim,-0.536,-0.061,0.341,-0.816,4,Travelers Championship
44,Rickie Fowler,-0.657,-0.646,0.239,-0.251,4,Travelers Championship
45,Ben Griffin,-0.705,-0.486,0.728,-0.947,4,Travelers Championship
46,Brendon Todd,-0.708,-0.858,-0.010,0.159,4,Travelers Championship
47,Michael Thorbjornsen,-0.770,-1.027,-0.442,0.699,4,Travelers Championship
48,Chris Kirk,-0.784,-0.326,-0.534,0.077,4,Travelers Championship
49,Cam Davis,-0.820,-0.767,-1.014,0.961,4,Travelers Championship
50,Mackenzie Hughes,-0.836,-0.598,-0.703,0.465,4,Travelers Championship
51,Jason Day,-0.909,-0.141,-0.518,-0.251,4,Travelers Championship
52,Emiliano Grillo,-0.936,-0.504,0.618,-1.050,4,Travelers Championship
53,Harris English,-0.975,0.196,-1.268,0.097,4,Travelers Championship
54,Chris Gotterup,-0.997,-1.079,0.136,-0.054,4,Travelers Championship
55,Davis Riley,-1.007,-0.539,-0.177,-0.291,4,Travelers Championship
56,Adam Schenk,-1.051,0.926,-1.222,-0.756,4,Travelers Championship
57,Keegan Bradley,-1.058,0.641,-0.705,-0.993,4,Travelers Championship
58,Billy Horschel,-1.077,-0.669,-0.533,0.126,4,Travelers Championship
59,Max Homa,-1.133,-1.248,0.445,-0.330,4,Travelers Championship
60,Thomas Detry,-1.160,0.141,-0.641,-0.659,4,Travelers Championship
61,Webb Simpson,-1.178,-0.825,-1.539,1.185,4,Travelers Championship
62,Sam Burns,-1.204,0.066,-1.887,0.616,4,Travelers Championship
63,Adam Scott,-1.235,-0.921,-0.655,0.341,4,Travelers Championship
64,J.T. Poston,-1.399,-0.185,-0.675,-0.539,4,Travelers Championship
65,Andrew Putnam,-1.830,-0.945,-1.022,0.136,4,Travelers Championship
66,Eric Cole,-1.925,-1.749,-0.144,-0.032,4,Travelers Championship
67,Jordan Spieth,-2.042,-1.182,-0.224,-0.636,4,Travelers Championship
68,Taylor Moore,-2.083,0.640,-1.733,-0.990,4,Travelers Championship
69,Justin Rose,-2.489,-0.391,-1.643,-0.456,4,Travelers Championship
70,Peter Malnati,-2.857,-2.088,-0.652,-0.118,4,Travelers Championship
1,Rory McIlroy,3.400,1.773,0.390,1.237,4,U.S. Open
2,Tony Finau,3.357,0.408,1.866,1.082,4,U.S. Open
3,Bryson DeChambeau,3.111,1.079,0.934,1.098,4,U.S. Open
4,Sergio Garcia,2.878,0.763,1.193,0.921,4,U.S. Open
5,Xander Schauffele,2.857,-0.041,1.778,1.120,4,U.S. Open
6,Daniel Berger,2.670,0.254,1.502,0.913,4,U.S. Open
7,Patrick Cantlay,2.543,0.466,1.386,0.690,4,U.S. Open
8,Hideki Matsuyama,2.532,0.380,0.871,1.282,4,U.S. Open
9,Jordan Spieth,2.442,0.680,1.459,0.303,4,U.S. Open
10,Scottie Scheffler,2.293,0.274,1.435,0.584,4,U.S. Open
11,Tyrrell Hatton,2.244,0.859,0.486,0.898,4,U.S. Open
12,Davis Thompson,2.220,0.224,0.197,1.798,4,U.S. Open
13,Brooks Koepka,2.216,0.643,0.660,0.913,4,U.S. Open
14,Stephan Jaeger,2.037,0.188,0.669,1.180,4,U.S. Open
15,Corey Conners,1.924,0.953,0.375,0.596,4,U.S. Open
16,Matthieu Pavon,1.791,0.276,0.970,0.545,4,U.S. Open
17,Adam Scott,1.563,0.160,0.257,1.147,4,U.S. Open
18,Akshay Bhatia,1.511,0.637,-0.456,1.330,4,U.S. Open
19,Ludvig Åberg,1.400,1.254,0.835,-0.689,4,U.S. Open
20,Adam Svensson,1.338,0.174,0.620,0.544,4,U.S. Open
21,Collin Morikawa,1.257,0.707,0.257,0.293,4,U.S. Open
22,Tom Kim,1.183,-0.047,1.184,0.045,4,U.S. Open
23,Tommy Fleetwood,1.171,0.699,0.183,0.288,4,U.S. Open
24,J.T. Poston,1.122,-0.246,0.377,0.991,4,U.S. Open
25,Isaiah Salinda,1.093,0.523,-0.139,0.708,4,U.S. Open
26,Aaron Rai,1.078,0.089,0.327,0.662,4,U.S. Open
27,Sahith Theegala,1.032,0.093,0.359,0.580,4,U.S. Open
28,Min Woo Lee,0.971,1.466,-0.948,0.453,4,U.S. Open
29,Taylor Pendrith,0.962,0.111,0.744,0.107,4,U.S. Open
30,Sam Burns,0.876,0.654,-0.349,0.571,4,U.S. Open
31,Cameron Young,0.817,0.165,0.338,0.314,4,U.S. Open
32,Si Woo Kim,0.722,0.149,-0.136,0.710,4,U.S. Open
33,Neal Shipley,0.718,0.741,-0.433,0.410,4,U.S. Open
34,Cameron Smith,0.712,-1.350,1.026,1.036,4,U.S. Open
35,Nicolai Højgaard,0.633,-0.001,0.704,-0.070,4,U.S. Open
36,Russell Henley,0.608,0.000,0.073,0.534,4,U.S. Open
37,Zac Blair,0.600,-0.151,0.131,0.620,4,U.S. Open
38,David Puig,0.591,0.000,0.378,0.213,4,U.S. Open
39,Keegan Bradley,0.574,-0.140,0.802,-0.088,4,U.S. Open
40,Denny McCarthy,0.514,-0.190,-0.029,0.732,4,U.S. Open
41,Emiliano Grillo,0.490,-0.134,0.520,0.103,4,U.S. Open
42,Thomas Detry,0.466,-0.806,1.276,-0.004,4,U.S. Open
43,Shane Lowry,0.465,-0.004,0.540,-0.071,4,U.S. Open
44,Christiaan Bezuidenhout,0.453,-0.169,-0.137,0.759,4,U.S. Open
45,Luke Clanton,0.354,1.065,0.362,-1.072,4,U.S. Open
46,Tom McKibbin,0.277,0.670,-0.040,-0.353,4,U.S. Open
47,Brian Harman,0.266,0.067,0.082,0.117,4,U.S. Open
48,Martin Kaymer,0.253,-0.348,1.215,-0.614,4,U.S. Open
49,Nico Echavarria,0.213,0.103,0.802,-0.693,4,U.S. Open
50,Max Greyserman,0.210,0.327,-0.775,0.658,4,U.S. Open
51,Brendon Todd,0.137,-0.613,-0.461,1.211,4,U.S. Open
52,Wyndham Clark,0.094,-0.265,-0.033,0.392,4,U.S. Open
53,Mark Hubbard,0.074,0.053,-0.166,0.187,4,U.S. Open
54,Sepp Straka,0.055,0.553,0.787,-1.285,4,U.S. Open
55,Billy Horschel,0.029,0.316,-0.573,0.285,4,U.S. Open
56,Matt Fitzpatrick,0.020,-0.180,0.112,0.087,4,U.S. Open
57,Tim Widing,0.016,0.901,-0.881,-0.004,4,U.S. Open
58,Frankie Capan III,-0.215,-0.660,-0.503,0.948,4,U.S. Open
59,Justin Lower,-0.247,-0.838,0.191,0.400,4,U.S. Open
60,S.H. Kim,-0.264,-0.310,-1.209,1.255,4,U.S. Open
61,Sam Bennett,-0.278,0.040,-0.112,-0.206,4,U.S. Open
62,Matt Kuchar,-0.345,-0.593,0.399,-0.151,4,U.S. Open
63,Greyson Sigg,-0.348,-0.798,0.505,-0.055,4,U.S. Open
64,Brandon Wu,-0.373,-0.908,-0.030,0.565,4,U.S. Open
65,Chris Kirk,-0.379,-0.110,-0.403,0.134,4,U.S. Open
66,Austin Eckroat,-0.536,-0.002,0.217,-0.751,4,U.S. Open
67,Brian Campbell,-0.628,-0.983,-0.180,0.535,4,U.S. Open
68,Ben Kohles,-0.644,-0.478,0.457,-0.623,4,U.S. Open
69,Dean Burmester,-0.710,0.110,0.131,-0.950,4,U.S. Open
70,Jackson Suber,-1.093,-0.168,-0.257,-0.668,4,U.S. Open
71,Harris English,-1.227,0.253,-0.279,-1.201,4,U.S. Open
72,Francesco Molinari,-1.339,-0.731,0.384,-0.992,4,U.S. Open
73,Ryan Fox,-1.398,0.030,-0.704,-0.724,4,U.S. Open
74,Gunnar Broin,-1.564,-0.665,-0.934,0.035,4,U.S. Open
1,Scottie Scheffler,3.203,0.222,3.239,-0.258,4,the Memorial Tournament presented by Workday
2,Adam Hadwin,2.701,0.319,1.899,0.483,4,the Memorial Tournament presented by Workday
3,Collin Morikawa,2.420,0.786,1.272,0.362,4,the Memorial Tournament presented by Workday
4,Sahith Theegala,2.239,0.925,0.921,0.393,4,the Memorial Tournament presented by Workday
5,Corey Conners,1.798,0.168,0.502,1.128,4,the Memorial Tournament presented by Workday
6,Christiaan Bezuidenhout,1.711,0.195,0.683,0.833,4,the Memorial Tournament presented by Workday
7,Hideki Matsuyama,1.545,0.018,0.908,0.618,4,the Memorial Tournament presented by Workday
8,Sepp Straka,1.527,0.673,0.041,0.813,4,the Memorial Tournament presented by Workday
9,Si Woo Kim,1.483,0.835,0.117,0.532,4,the Memorial Tournament presented by Workday
10,Victor Perez,1.473,-0.224,1.083,0.614,4,the Memorial Tournament presented by Workday
11,Tony Finau,1.408,0.010,0.837,0.560,4,the Memorial Tournament presented by Workday
12,Ludvig Åberg,1.378,-0.100,0.598,0.881,4,the Memorial Tournament presented by Workday
13,Viktor Hovland,1.305,0.772,1.124,-0.590,4,the Memorial Tournament presented by Workday
14,Austin Eckroat,0.976,0.109,1.014,-0.148,4,the Memorial Tournament presented by Workday
15,Justin Thomas,0.965,-0.334,1.292,0.007,4,the Memorial Tournament presented by Workday
16,Sam Burns,0.811,0.435,-0.706,1.082,4,the Memorial Tournament presented by Workday
17,Byeong Hun An,0.801,0.474,0.930,-0.603,4,the Memorial Tournament presented by Workday
18,Rory McIlroy,0.785,0.204,0.279,0.302,4,the Memorial Tournament presented by Workday
19,Akshay Bhatia,0.775,1.033,0.099,-0.357,4,the Memorial Tournament presented by Workday
20,Nick Taylor,0.763,0.198,0.285,0.281,4,the Memorial Tournament presented by Workday
21,Matt Fitzpatrick,0.755,0.573,-0.139,0.321,4,the Memorial Tournament presented by Workday
22,Max Homa,0.705,-0.239,1.090,-0.147,4,the Memorial Tournament presented by Workday
23,Brian Harman,0.665,0.290,-0.346,0.721,4,the Memorial Tournament presented by Workday
24,Sungjae Im,0.661,0.666,-0.858,0.853,4,the Memorial Tournament presented by Workday
25,Adam Svensson,0.651,0.023,0.347,0.282,4,the Memorial Tournament presented by Workday
26,Tom Kim,0.600,0.621,0.318,-0.338,4,the Memorial Tournament presented by Workday
27,Emiliano Grillo,0.541,0.013,1.082,-0.554,4,the Memorial Tournament presented by Workday
28,Davis Thompson,0.431,-0.380,0.706,0.105,4,the Memorial Tournament presented by Workday
29,Tommy Fleetwood,0.234,0.337,0.251,-0.354,4,the Memorial Tournament presented by Workday
30,Nick Dunlap,0.093,-0.493,1.079,-0.493,4,the Memorial Tournament presented by Workday
31,Cam Davis,0.040,0.515,-0.171,-0.303,4,the Memorial Tournament presented by Workday
32,Matt Kuchar,0.016,-0.520,0.180,0.356,4,the Memorial Tournament presented by Workday
33,Billy Horschel,-0.089,0.215,-0.088,-0.216,4,the Memorial Tournament presented by Workday
34,Xander Schauffele,-0.169,0.411,-0.418,-0.161,4,the Memorial Tournament presented by Workday
35,Russell Henley,-0.215,-0.065,0.253,-0.403,4,the Memorial Tournament presented by Workday
36,Peter Malnati,-0.293,-0.365,-0.269,0.341,4,the Memorial Tournament presented by Workday
37,Will Zalatoris,-0.304,0.047,-1.366,1.015,4,the Memorial Tournament presented by Workday
38,Alex Noren,-0.415,-0.118,-0.319,0.022,4,the Memorial Tournament presented by Workday
39,Seamus Power,-0.546,-0.435,-0.486,0.376,4,the Memorial Tournament presented by Workday
40,Tom Hoge,-0.584,0.122,0.031,-0.737,4,the Memorial Tournament presented by Workday
41,Taylor Pendrith,-0.697,-0.058,-0.605,-0.034,4,the Memorial Tournament presented by Workday
42,Cameron Young,-0.712,0.440,-0.669,-0.483,4,the Memorial Tournament presented by Workday
43,J.T. Poston,-0.739,-0.321,-0.015,-0.403,4,the Memorial Tournament presented by Workday
44,Shane Lowry,-0.742,0.168,-0.172,-0.737,4,the Memorial Tournament presented by Workday
45,Eric Cole,-1.060,-0.256,-0.217,-0.586,4,the Memorial Tournament presented by Workday
46,Thomas Detry,-1.079,0.047,-0.237,-0.889,4,the Memorial Tournament presented by Workday
47,Lee Hodges,-1.114,-1.177,-0.026,0.090,4,the Memorial Tournament presented by Workday
48,Jason Day,-1.368,-0.551,-0.066,-0.751,4,the Memorial Tournament presented by Workday
49,Andrew Putnam,-1.626,-1.624,-0.696,0.694,4,the Memorial Tournament presented by Workday
50,Keegan Bradley,-1.710,-0.619,-0.607,-0.484,4,the Memorial Tournament presented by Workday
51,Jackson Koivun,-1.738,0.017,-1.552,-0.202,4,the Memorial Tournament presented by Workday
52,Denny McCarthy,-1.834,-0.834,-0.673,-0.326,4,the Memorial Tournament presented by Workday
1,Aaron Rai,2.739,1.267,0.914,0.558,4,RBC Canadian Open
2,Tom Kim,2.477,0.594,1.141,0.742,4,RBC Canadian Open
3,Ben Griffin,2.423,0.262,1.752,0.409,4,RBC Canadian Open
4,David Skinns,2.245,0.803,0.989,0.453,4,RBC Canadian Open
5,Kevin Yu,2.176,0.461,1.323,0.391,4,RBC Canadian Open
6,Sam Stevens,2.130,1.294,0.346,0.490,4,RBC Canadian Open
7,Sam Burns,2.120,0.800,1.014,0.305,4,RBC Canadian Open
8,Michael Kim,1.975,-0.047,1.385,0.637,4,RBC Canadian Open
9,Keith Mitchell,1.926,0.869,0.544,0.513,4,RBC Canadian Open
10,Rory McIlroy,1.762,0.468,0.950,0.345,4,RBC Canadian Open
11,Andrew Novak,1.666,1.197,0.520,-0.052,4,RBC Canadian Open
12,Ryo Hisatsune,1.665,0.659,1.040,-0.034,4,RBC Canadian Open
13,Matt Wallace,1.534,0.122,1.393,0.018,4,RBC Canadian Open
14,Maverick McNealy,1.455,-0.086,0.608,0.932,4,RBC Canadian Open
15,Carson Young,1.435,0.961,0.519,-0.045,4,RBC Canadian Open
16,Tommy Fleetwood,1.283,-0.354,1.368,0.270,4,RBC Canadian Open
17,Corey Conners,1.239,-0.324,1.214,0.348,4,RBC Canadian Open
18,Robert MacIntyre,1.171,0.267,0.178,0.725,4,RBC Canadian Open
19,Victor Perez,1.142,-0.382,1.047,0.477,4,RBC Canadian Open
20,Joel Dahmen,1.129,0.725,0.979,-0.575,4,RBC Canadian Open
21,C.T. Pan,1.111,-0.224,-0.043,1.378,4,RBC Canadian Open
22,Jacob Bridgeman,0.997,-0.436,0.144,1.289,4,RBC Canadian Open
23,Adam Svensson,0.986,0.856,-0.284,0.413,4,RBC Canadian Open
24,Chandler Phillips,0.955,-0.307,1.230,0.032,4,RBC Canadian Open
25,Ryan Fox,0.922,1.169,0.375,-0.623,4,RBC Canadian Open
26,Shane Lowry,0.902,0.341,0.515,0.046,4,RBC Canadian Open
27,Tyler Duncan,0.875,0.950,-0.014,-0.061,4,RBC Canadian Open
28,Mac Meissner,0.837,1.193,-0.450,0.094,4,RBC Canadian Open
29,Erik van Rooyen,0.806,0.985,0.328,-0.508,4,RBC Canadian Open
30,Adam Scott,0.769,0.794,-0.193,0.167,4,RBC Canadian Open
31,Stewart Cink,0.736,0.157,0.093,0.486,4,RBC Canadian Open
32,Jorge Campillo,0.699,0.539,-0.416,0.576,4,RBC Canadian Open
33,Trace Crowe,0.682,-0.228,0.347,0.562,4,RBC Canadian Open
34,Ryan Moore,0.579,0.129,0.104,0.346,4,RBC Canadian Open
35,Beau Hossler,0.554,0.276,-0.523,0.801,4,RBC Canadian Open
36,Mackenzie Hughes,0.527,-0.123,0.215,0.435,4,RBC Canadian Open
37,Joseph Bramlett,0.486,-0.349,0.696,0.138,4,RBC Canadian Open
38,Mark Hubbard,0.440,-0.025,0.342,0.123,4,RBC Canadian Open
39,Ryan Palmer,0.429,0.487,-0.060,0.002,4,RBC Canadian Open
40,Lanto Griffin,0.373,0.253,0.426,-0.307,4,RBC Canadian Open
41,Chez Reavie,0.367,0.084,0.832,-0.549,4,RBC Canadian Open
42,Kevin Streelman,0.292,-0.384,0.658,0.017,4,RBC Canadian Open
43,Taylor Pendrith,0.248,-0.390,0.773,-0.135,4,RBC Canadian Open
44,Adrien Dumont de Chassart,0.240,0.359,0.205,-0.324,4,RBC Canadian Open
45,Chad Ramey,0.234,-0.451,0.455,0.230,4,RBC Canadian Open
46,Chesson Hadley,0.203,-0.002,0.337,-0.132,4,RBC Canadian Open
47,Jhonattan Vegas,0.187,1.110,-1.065,0.141,4,RBC Canadian Open
48,Nick Hardy,0.158,0.238,0.204,-0.285,4,RBC Canadian Open
48,Garrick Higgo,0.158,-0.012,0.266,-0.096,4,RBC Canadian Open
50,Thorbjørn Olesen,0.124,-0.984,0.979,0.128,4,RBC Canadian Open
51,Sami Valimaki,0.103,0.431,0.183,-0.511,4,RBC Canadian Open
52,Zac Blair,-0.015,-0.240,0.638,-0.413,4,RBC Canadian Open
53,Vince Whaley,-0.057,-0.140,-0.444,0.527,4,RBC Canadian Open
54,Kelly Kraft,-0.174,0.117,0.757,-1.049,4,RBC Canadian Open
55,Gary Woodland,-0.366,-0.340,-0.365,0.339,4,RBC Canadian Open
56,Harry Hall,-0.380,0.392,-1.337,0.566,4,RBC Canadian Open
57,Ben Silverman,-0.397,-1.161,0.810,-0.046,4,RBC Canadian Open
58,Vincent Norrman,-0.436,-0.234,-0.466,0.264,4,RBC Canadian Open
59,Brandon Wu,-0.444,-0.522,-0.872,0.951,4,RBC Canadian Open
60,Akshay Bhatia,-0.544,0.484,0.351,-1.379,4,RBC Canadian Open
61,Nate Lashley,-0.568,-0.133,0.011,-0.446,4,RBC Canadian Open
62,Erik Barnes,-0.600,-0.643,-0.445,0.488,4,RBC Canadian Open
63,Sean O'Hair,-0.708,-0.392,-0.244,-0.071,4,RBC Canadian Open
64,Myles Creighton,-0.709,-0.281,-1.132,0.704,4,RBC Canadian Open
65,Wil Bateman,-0.789,-0.699,-0.042,-0.047,4,RBC Canadian Open
66,Nicolai Højgaard,-0.799,-0.760,0.596,-0.636,4,RBC Canadian Open
67,Kevin Tway,-0.853,-0.156,-0.742,0.045,4,RBC Canadian Open
68,Pierceson Coody,-1.057,0.174,-1.049,-0.182,4,RBC Canadian Open
69,David Hearn,-3.777,-2.030,-1.251,-0.497,4,RBC Canadian Open
1,Davis Riley,2.856,0.917,1.962,-0.024,4,Charles Schwab Challenge
2,Collin Morikawa,2.497,0.953,1.016,0.528,4,Charles Schwab Challenge
3,David Lipsky,2.309,0.124,2.669,-0.485,4,Charles Schwab Challenge
4,Tom Hoge,2.225,0.730,0.680,0.815,4,Charles Schwab Challenge
5,Scottie Scheffler,2.214,0.892,0.698,0.623,4,Charles Schwab Challenge
6,Sepp Straka,2.095,0.272,0.944,0.879,4,Charles Schwab Challenge
7,Aaron Rai,1.985,1.077,0.652,0.256,4,Charles Schwab Challenge
8,Keegan Bradley,1.931,1.441,-0.122,0.612,4,Charles Schwab Challenge
9,Mac Meissner,1.878,0.586,0.882,0.409,4,Charles Schwab Challenge
10,Justin Rose,1.845,0.539,1.475,-0.169,4,Charles Schwab Challenge
11,Maverick McNealy,1.626,0.062,0.470,1.093,4,Charles Schwab Challenge
12,Robby Shelton,1.622,0.265,0.503,0.854,4,Charles Schwab Challenge
13,Pierceson Coody,1.585,-0.197,1.039,0.742,4,Charles Schwab Challenge
14,Alejandro Tosti,1.491,0.280,1.660,-0.449,4,Charles Schwab Challenge
15,Tony Finau,1.394,0.580,0.689,0.125,4,Charles Schwab Challenge
16,Davis Thompson,1.353,0.649,0.796,-0.092,4,Charles Schwab Challenge
17,Jordan Spieth,1.313,0.993,-0.217,0.536,4,Charles Schwab Challenge
18,Sungjae Im,1.226,0.555,0.785,-0.115,4,Charles Schwab Challenge
19,Tom Kim,1.103,0.671,-0.086,0.518,4,Charles Schwab Challenge
20,Ben Martin,1.020,-0.026,1.051,-0.006,4,Charles Schwab Challenge
21,Charley Hoffman,0.999,0.652,0.358,-0.012,4,Charles Schwab Challenge
22,Lee Hodges,0.944,-0.683,1.113,0.513,4,Charles Schwab Challenge
23,Troy Merritt,0.864,0.203,0.294,0.366,4,Charles Schwab Challenge
24,Si Woo Kim,0.852,0.086,0.866,-0.100,4,Charles Schwab Challenge
25,Joel Dahmen,0.822,0.252,0.447,0.123,4,Charles Schwab Challenge
26,Adam Svensson,0.796,0.350,0.446,-0.001,4,Charles Schwab Challenge
27,Min Woo Lee,0.773,0.673,0.438,-0.338,4,Charles Schwab Challenge
28,Patrick Rodgers,0.766,0.224,0.271,0.270,4,Charles Schwab Challenge
29,Brian Harman,0.724,-0.069,1.276,-0.483,4,Charles Schwab Challenge
30,Chandler Phillips,0.722,-0.432,0.507,0.646,4,Charles Schwab Challenge
31,Kevin Streelman,0.685,0.301,0.207,0.176,4,Charles Schwab Challenge
32,Ryan Fox,0.672,0.342,0.089,0.241,4,Charles Schwab Challenge
33,Kevin Yu,0.668,0.271,0.684,-0.288,4,Charles Schwab Challenge
34,Keith Mitchell,0.659,0.196,0.418,0.044,4,Charles Schwab Challenge
35,J.T. Poston,0.646,0.423,0.576,-0.354,4,Charles Schwab Challenge
36,Adam Scott,0.578,0.081,0.741,-0.245,4,Charles Schwab Challenge
37,Rickie Fowler,0.549,0.997,0.940,-1.389,4,Charles Schwab Challenge
38,Hayden Buckley,0.546,0.231,0.476,-0.161,4,Charles Schwab Challenge
39,Kevin Tway,0.544,-0.031,-0.168,0.742,4,Charles Schwab Challenge
40,C.T. Pan,0.504,0.459,-0.556,0.600,4,Charles Schwab Challenge
41,Daniel Berger,0.387,0.572,0.277,-0.463,4,Charles Schwab Challenge
42,Billy Horschel,0.250,-0.138,0.203,0.185,4,Charles Schwab Challenge
43,Martin Laird,0.244,-1.285,0.232,1.297,4,Charles Schwab Challenge
44,Christiaan Bezuidenhout,0.207,-0.312,-0.010,0.528,4,Charles Schwab Challenge
45,Doug Ghim,0.025,0.101,0.006,-0.083,4,Charles Schwab Challenge
46,Joseph Bramlett,-0.007,0.016,-1.025,1.002,4,Charles Schwab Challenge
47,Webb Simpson,-0.013,-0.595,0.416,0.167,4,Charles Schwab Challenge
48,Matt NeSmith,-0.038,-0.138,-0.304,0.403,4,Charles Schwab Challenge
49,Victor Perez,-0.106,-0.999,0.944,-0.051,4,Charles Schwab Challenge
50,Lucas Glover,-0.128,0.119,-0.002,-0.245,4,Charles Schwab Challenge
51,Cam Davis,-0.209,-0.924,-0.114,0.829,4,Charles Schwab Challenge
52,K.H. Lee,-0.236,-0.378,0.206,-0.064,4,Charles Schwab Challenge
53,Parker Coody,-0.251,0.045,-0.163,-0.133,4,Charles Schwab Challenge
53,Nick Hardy,-0.251,0.041,0.014,-0.306,4,Charles Schwab Challenge
55,Denny McCarthy,-0.277,0.258,-0.063,-0.472,4,Charles Schwab Challenge
56,Zach Johnson,-0.320,0.249,0.133,-0.702,4,Charles Schwab Challenge
57,Ben Silverman,-0.338,0.043,-0.586,0.205,4,Charles Schwab Challenge
58,Emiliano Grillo,-0.370,-0.290,0.594,-0.674,4,Charles Schwab Challenge
59,Brendon Todd,-0.382,0.374,-0.392,-0.365,4,Charles Schwab Challenge
60,Matt Kuchar,-0.394,-0.101,-0.250,-0.043,4,Charles Schwab Challenge
61,Vincent Norrman,-0.408,0.453,-0.060,-0.802,4,Charles Schwab Challenge
62,Tyler Duncan,-0.450,-0.857,0.244,0.163,4,Charles Schwab Challenge
63,Callum Tarren,-0.511,-0.662,0.521,-0.369,4,Charles Schwab Challenge
64,Ryan Moore,-0.534,-0.125,-0.654,0.244,4,Charles Schwab Challenge
65,Thomas Detry,-0.600,-0.087,-0.669,0.156,4,Charles Schwab Challenge
66,Peter Malnati,-0.688,-0.467,-1.137,0.916,4,Charles Schwab Challenge
67,Gary Woodland,-0.764,0.432,-0.961,-0.235,4,Charles Schwab Challenge
68,Austin Smotherman,-0.854,-0.217,-0.579,-0.057,4,Charles Schwab Challenge
69,Mark Hubbard,-0.972,0.508,-0.834,-0.646,4,Charles Schwab Challenge
70,Kevin Kisner,-1.021,0.112,-0.478,-0.656,4,Charles Schwab Challenge
71,S.H. Kim,-1.615,-0.317,-0.114,-1.183,4,Charles Schwab Challenge
