rank,player,avg,total_sg_arg,measured_rounds,tournament
20,Mac Meissner,0.409,1.637,4,Charles Schwab Challenge
21,Matt NeSmith,0.403,1.614,4,Charles Schwab Challenge
22,Troy Merritt,0.366,1.466,4,Charles Schwab Challenge
23,Patrick Rodgers,0.270,1.081,4,Charles Schwab Challenge
24,Aaron Rai,0.256,1.026,4,Charles Schwab Challenge
25,Ryan Moore,0.244,0.977,4,Charles Schwab Challenge
26,Ryan Fox,0.241,0.963,4,Charles Schwab Challenge
27,Ben Silverman,0.205,0.821,4,Charles Schwab Challenge
28,Billy Horschel,0.185,0.739,4,Charles Schwab Challenge
29,Kevin Streelman,0.176,0.704,4,Charles Schwab Challenge
30,Webb Simpson,0.167,0.668,4,Charles Schwab Challenge
31,Tyler Duncan,0.163,0.653,4,Charles Schwab Challenge
32,Thomas Detry,0.156,0.624,4,Charles Schwab Challenge
33,Tony Finau,0.125,0.501,4,Charles Schwab Challenge
34,Joel Dahmen,0.123,0.491,4,Charles Schwab Challenge
35,Keith Mitchell,0.044,0.178,4,Charles Schwab Challenge
36,Adam Svensson,-0.001,-0.003,4,Charles Schwab Challenge
37,Ben Martin,-0.006,-0.023,4,Charles Schwab Challenge
38,Charley Hoffman,-0.012,-0.047,4,Charles Schwab Challenge
39,Davis Riley,-0.024,-0.095,4,Charles Schwab Challenge
40,Matt Kuchar,-0.043,-0.173,4,Charles Schwab Challenge
41,Victor Perez,-0.051,-0.203,4,Charles Schwab Challenge
42,Austin Smotherman,-0.057,-0.229,4,Charles Schwab Challenge
43,K.H. Lee,-0.064,-0.254,4,Charles Schwab Challenge
44,Doug Ghim,-0.083,-0.332,4,Charles Schwab Challenge
45,Davis Thompson,-0.092,-0.369,4,Charles Schwab Challenge
46,Si Woo Kim,-0.100,-0.400,4,Charles Schwab Challenge
47,Sungjae Im,-0.115,-0.460,4,Charles Schwab Challenge
48,Parker Coody,-0.133,-0.533,4,Charles Schwab Challenge
49,Hayden Buckley,-0.161,-0.642,4,Charles Schwab Challenge
50,Justin Rose,-0.169,-0.677,4,Charles Schwab Challenge
51,Gary Woodland,-0.235,-0.940,4,Charles Schwab Challenge
52,Lucas Glover,-0.245,-0.978,4,Charles Schwab Challenge
52,Adam Scott,-0.245,-0.978,4,Charles Schwab Challenge
54,Kevin Yu,-0.288,-1.152,4,Charles Schwab Challenge
55,Nick Hardy,-0.306,-1.223,4,Charles Schwab Challenge
56,Min Woo Lee,-0.338,-1.353,4,Charles Schwab Challenge
57,J.T. Poston,-0.354,-1.415,4,Charles Schwab Challenge
58,Brendon Todd,-0.365,-1.459,4,Charles Schwab Challenge
59,Callum Tarren,-0.369,-1.476,4,Charles Schwab Challenge
60,Alejandro Tosti,-0.449,-1.796,4,Charles Schwab Challenge
61,Daniel Berger,-0.463,-1.851,4,Charles Schwab Challenge
62,Denny McCarthy,-0.472,-1.887,4,Charles Schwab Challenge
63,Brian Harman,-0.483,-1.932,4,Charles Schwab Challenge
64,David Lipsky,-0.485,-1.938,4,Charles Schwab Challenge
65,Mark Hubbard,-0.646,-2.585,4,Charles Schwab Challenge
66,Kevin Kisner,-0.656,-2.625,4,Charles Schwab Challenge
67,Emiliano Grillo,-0.674,-2.694,4,Charles Schwab Challenge
68,Zach Johnson,-0.702,-2.808,4,Charles Schwab Challenge
69,Vincent Norrman,-0.802,-3.206,4,Charles Schwab Challenge
70,S.H. Kim,-1.183,-4.732,4,Charles Schwab Challenge
71,Rickie Fowler,-1.389,-5.556,4,Charles Schwab Challenge
1,Cameron Smith,1.564,6.255,4,PGA Championship
2,Collin Morikawa,1.521,6.083,4,PGA Championship
3,Thomas Detry,1.498,5.994,4,PGA Championship
4,Hideki Matsuyama,1.302,5.210,4,PGA Championship
4,Justin Thomas,1.302,5.208,4,PGA Championship
6,Bryson DeChambeau,1.253,5.011,4,PGA Championship
7,Doug Ghim,0.895,3.579,4,PGA Championship
8,Russell Henley,0.855,3.422,4,PGA Championship
9,Jason Day,0.749,2.997,4,PGA Championship
10,Alex Noren,0.725,2.900,4,PGA Championship
11,Rickie Fowler,0.723,2.892,4,PGA Championship
12,Andrew Putnam,0.719,2.877,4,PGA Championship
13,Lucas Herbert,0.689,2.756,4,PGA Championship
14,Patrick Reed,0.662,2.648,4,PGA Championship
15,Zac Blair,0.641,2.564,4,PGA Championship
16,Dean Burmester,0.639,2.555,4,PGA Championship
17,Aaron Rai,0.636,2.543,4,PGA Championship
18,Maverick McNealy,0.612,2.449,4,PGA Championship
19,Joaquin Niemann,0.587,2.348,4,PGA Championship
20,Brendon Todd,0.553,2.211,4,PGA Championship
21,Cameron Young,0.532,2.129,4,PGA Championship
22,Adam Hadwin,0.528,2.111,4,PGA Championship
23,Byeong Hun An,0.466,1.864,4,PGA Championship
24,Patrick Cantlay,0.457,1.829,4,PGA Championship
25,Tony Finau,0.456,1.823,4,PGA Championship
26,Brooks Koepka,0.445,1.780,4,PGA Championship
27,Max Homa,0.442,1.769,4,PGA Championship
28,Viktor Hovland,0.368,1.473,4,PGA Championship
29,Min Woo Lee,0.334,1.335,4,PGA Championship
29,Matt Wallace,0.334,1.335,4,PGA Championship
31,Brice Garnett,0.328,1.312,4,PGA Championship
32,Shane Lowry,0.320,1.282,4,PGA Championship
33,Jordan Spieth,0.318,1.272,4,PGA Championship
34,Tommy Fleetwood,0.280,1.122,4,PGA Championship
35,Brian Harman,0.262,1.047,4,PGA Championship
36,Lucas Glover,0.228,0.913,4,PGA Championship
37,Taylor Moore,0.215,0.859,4,PGA Championship
38,Billy Horschel,0.206,0.826,4,PGA Championship
39,Kurt Kitayama,0.157,0.628,4,PGA Championship
40,Rory McIlroy,0.152,0.609,4,PGA Championship
41,Robert MacIntyre,0.117,0.468,4,PGA Championship
42,Xander Schauffele,0.107,0.429,4,PGA Championship
43,Jordan Smith,0.088,0.351,4,PGA Championship
44,Adam Svensson,0.073,0.292,4,PGA Championship
45,Mark Hubbard,0.046,0.185,4,PGA Championship
46,Jeremy Wells,0.045,0.180,4,PGA Championship
47,Scottie Scheffler,0.016,0.066,4,PGA Championship
48,Tom Kim,-0.065,-0.261,4,PGA Championship
49,Alexander Björk,-0.070,-0.278,4,PGA Championship
50,Nicolai Højgaard,-0.083,-0.333,4,PGA Championship
51,Luke Donald,-0.103,-0.412,4,PGA Championship
52,S.H. Kim,-0.108,-0.433,4,PGA Championship
53,Martin Kaymer,-0.126,-0.503,4,PGA Championship
54,Ryo Hisatsune,-0.130,-0.521,4,PGA Championship
55,Dustin Johnson,-0.148,-0.593,4,PGA Championship
56,Grayson Murray,-0.157,-0.628,4,PGA Championship
57,Austin Eckroat,-0.165,-0.661,4,PGA Championship
58,Justin Rose,-0.174,-0.697,4,PGA Championship
59,Thorbjørn Olesen,-0.185,-0.739,4,PGA Championship
60,Tyrrell Hatton,-0.222,-0.889,4,PGA Championship
61,Ryan Fox,-0.289,-1.155,4,PGA Championship
62,Sebastian Soderberg,-0.292,-1.166,4,PGA Championship
63,Lee Hodges,-0.308,-1.231,4,PGA Championship
64,Keegan Bradley,-0.325,-1.298,4,PGA Championship
65,Sahith Theegala,-0.352,-1.406,4,PGA Championship
66,Harris English,-0.380,-1.518,4,PGA Championship
67,Tom Hoge,-0.412,-1.649,4,PGA Championship
68,Will Zalatoris,-0.433,-1.733,4,PGA Championship
69,Jesper Svensson,-0.465,-1.860,4,PGA Championship
70,Rasmus Højgaard,-0.466,-1.863,4,PGA Championship
71,Braden Shattuck,-0.539,-2.156,4,PGA Championship
72,Corey Conners,-0.588,-2.350,4,PGA Championship
73,Erik van Rooyen,-0.592,-2.367,4,PGA Championship
74,Alejandro Tosti,-0.639,-2.557,4,PGA Championship
75,Ben Kohles,-0.738,-2.953,4,PGA Championship
76,Talor Gooch,-0.807,-3.227,4,PGA Championship
77,Gary Woodland,-1.038,-4.151,4,PGA Championship
78,Stephan Jaeger,-1.151,-4.602,4,PGA Championship
1,Jason Day,1.248,4.994,4,Wells Fargo Championship
2,Alex Noren,1.134,4.538,4,Wells Fargo Championship
3,Patrick Rodgers,1.127,4.508,4,Wells Fargo Championship
4,Lucas Glover,0.936,3.745,4,Wells Fargo Championship
5,Max Homa,0.902,3.609,4,Wells Fargo Championship
6,Denny McCarthy,0.890,3.561,4,Wells Fargo Championship
7,Webb Simpson,0.885,3.540,4,Wells Fargo Championship
8,Tommy Fleetwood,0.875,3.500,4,Wells Fargo Championship
9,Rory McIlroy,0.820,3.279,4,Wells Fargo Championship
10,Matt Kuchar,0.759,3.037,4,Wells Fargo Championship
11,Nick Taylor,0.708,2.832,4,Wells Fargo Championship
12,Patrick Cantlay,0.673,2.692,4,Wells Fargo Championship
13,Keegan Bradley,0.665,2.660,4,Wells Fargo Championship
14,Tom Kim,0.587,2.347,4,Wells Fargo Championship
15,Grayson Murray,0.492,1.969,4,Wells Fargo Championship
16,Russell Henley,0.470,1.879,4,Wells Fargo Championship
17,Nick Dunlap,0.399,1.597,4,Wells Fargo Championship
18,Matthew Fitzpatrick,0.389,1.558,4,Wells Fargo Championship
19,J.T. Poston,0.366,1.466,4,Wells Fargo Championship
20,Akshay Bhatia,0.356,1.425,4,Wells Fargo Championship
21,Si Woo Kim,0.348,1.392,4,Wells Fargo Championship
22,Christiaan Bezuidenhout,0.341,1.363,4,Wells Fargo Championship
23,Sungjae Im,0.282,1.128,4,Wells Fargo Championship
24,Justin Thomas,0.278,1.111,4,Wells Fargo Championship
25,Billy Horschel,0.260,1.039,4,Wells Fargo Championship
26,Mackenzie Hughes,0.258,1.031,4,Wells Fargo Championship
27,Xander Schauffele,0.216,0.864,4,Wells Fargo Championship
28,Kevin Tway,0.178,0.714,4,Wells Fargo Championship
29,Jordan Spieth,0.127,0.509,4,Wells Fargo Championship
30,Taylor Pendrith,0.115,0.460,4,Wells Fargo Championship
31,Adam Hadwin,0.114,0.455,4,Wells Fargo Championship
31,Brendon Todd,0.114,0.455,4,Wells Fargo Championship
33,Brian Harman,0.092,0.370,4,Wells Fargo Championship
34,Lee Hodges,0.057,0.228,4,Wells Fargo Championship
35,Jake Knapp,0.045,0.180,4,Wells Fargo Championship
36,Stephan Jaeger,-0.007,-0.027,4,Wells Fargo Championship
36,Shane Lowry,-0.007,-0.026,4,Wells Fargo Championship
38,Justin Rose,-0.013,-0.053,4,Wells Fargo Championship
39,Adam Svensson,-0.067,-0.267,4,Wells Fargo Championship
40,Kurt Kitayama,-0.079,-0.315,4,Wells Fargo Championship
41,Tony Finau,-0.092,-0.366,4,Wells Fargo Championship
42,Chris Kirk,-0.128,-0.511,4,Wells Fargo Championship
43,Collin Morikawa,-0.139,-0.556,4,Wells Fargo Championship
44,Sam Burns,-0.161,-0.644,4,Wells Fargo Championship
45,Seamus Power,-0.167,-0.667,4,Wells Fargo Championship
46,Harris English,-0.193,-0.771,4,Wells Fargo Championship
46,Rickie Fowler,-0.193,-0.770,4,Wells Fargo Championship
48,Taylor Moore,-0.244,-0.977,4,Wells Fargo Championship
49,Ben Kohles,-0.255,-1.021,4,Wells Fargo Championship
50,Byeong Hun An,-0.339,-1.354,4,Wells Fargo Championship
51,Cam Davis,-0.397,-1.589,4,Wells Fargo Championship
52,Viktor Hovland,-0.420,-1.678,4,Wells Fargo Championship
53,Adam Scott,-0.467,-1.869,4,Wells Fargo Championship
54,Andrew Putnam,-0.471,-1.885,4,Wells Fargo Championship
55,Will Zalatoris,-0.524,-2.096,4,Wells Fargo Championship
56,Peter Malnati,-0.564,-2.256,4,Wells Fargo Championship
57,Corey Conners,-0.570,-2.280,4,Wells Fargo Championship
58,Wyndham Clark,-0.580,-2.321,4,Wells Fargo Championship
58,Sepp Straka,-0.580,-2.321,4,Wells Fargo Championship
60,Eric Cole,-0.637,-2.547,4,Wells Fargo Championship
61,Tom Hoge,-0.651,-2.605,4,Wells Fargo Championship
62,Adam Schenk,-0.843,-3.371,4,Wells Fargo Championship
63,Cameron Young,-0.937,-3.747,4,Wells Fargo Championship
64,Emiliano Grillo,-1.072,-4.288,4,Wells Fargo Championship
65,Matthieu Pavon,-1.482,-5.927,4,Wells Fargo Championship
66,Sahith Theegala,-1.509,-6.037,4,Wells Fargo Championship
67,Gary Woodland,-1.794,-7.177,4,Wells Fargo Championship
68,Austin Eckroat,-1.921,-7.684,4,Wells Fargo Championship
1,Roger Sloan,1.181,4.722,4,Myrtle Beach Classic
2,Beau Hossler,1.066,4.264,4,Myrtle Beach Classic
3,S.H. Kim,1.049,4.195,4,Myrtle Beach Classic
4,Matt NeSmith,1.011,4.042,4,Myrtle Beach Classic
5,Chan Kim,0.955,3.818,4,Myrtle Beach Classic
6,Chris Gotterup,0.894,3.577,4,Myrtle Beach Classic
7,Matt Wallace,0.854,3.416,4,Myrtle Beach Classic
8,Henrik Norlander,0.836,3.345,4,Myrtle Beach Classic
9,Adrien Dumont de Chassart,0.690,2.758,4,Myrtle Beach Classic
10,Andrew Novak,0.650,2.599,4,Myrtle Beach Classic
11,Robby Shelton,0.635,2.539,4,Myrtle Beach Classic
12,S.Y. Noh,0.560,2.241,4,Myrtle Beach Classic
13,Dylan Wu,0.546,2.184,4,Myrtle Beach Classic
14,Kevin Yu,0.498,1.993,4,Myrtle Beach Classic
15,Sean O'Hair,0.419,1.676,4,Myrtle Beach Classic
16,Chez Reavie,0.403,1.612,4,Myrtle Beach Classic
17,Davis Thompson,0.389,1.555,4,Myrtle Beach Classic
18,Scott Piercy,0.383,1.531,4,Myrtle Beach Classic
19,Chesson Hadley,0.381,1.524,4,Myrtle Beach Classic
20,Lanto Griffin,0.367,1.468,4,Myrtle Beach Classic
21,Alexander Björk,0.311,1.243,4,Myrtle Beach Classic
22,Thorbjørn Olesen,0.273,1.091,4,Myrtle Beach Classic
23,Anders Albertson,0.235,0.940,4,Myrtle Beach Classic
24,Patrick Fishburn,0.228,0.910,4,Myrtle Beach Classic
25,Sam Stevens,0.221,0.885,4,Myrtle Beach Classic
26,Hayden Buckley,0.220,0.878,4,Myrtle Beach Classic
27,Victor Perez,0.191,0.764,4,Myrtle Beach Classic
28,Sam Ryder,0.174,0.694,4,Myrtle Beach Classic
29,J.J. Spaun,0.171,0.682,4,Myrtle Beach Classic
30,Mac Meissner,0.170,0.680,4,Myrtle Beach Classic
31,Greyson Sigg,0.168,0.672,4,Myrtle Beach Classic
32,Austin Smotherman,0.160,0.641,4,Myrtle Beach Classic
33,Alex Smalley,0.142,0.566,4,Myrtle Beach Classic
34,Blades Brown,0.134,0.534,4,Myrtle Beach Classic
35,Ryan McCormick,0.077,0.307,4,Myrtle Beach Classic
36,William McGirt,0.066,0.263,4,Myrtle Beach Classic
37,Alejandro Tosti,0.056,0.224,4,Myrtle Beach Classic
38,Joseph Bramlett,0.047,0.187,4,Myrtle Beach Classic
39,Kevin Streelman,0.032,0.128,4,Myrtle Beach Classic
40,Erik van Rooyen,0.005,0.019,4,Myrtle Beach Classic
41,Troy Merritt,0.000,-0.002,4,Myrtle Beach Classic
42,Michael Kim,-0.001,-0.005,4,Myrtle Beach Classic
42,Robert MacIntyre,-0.001,-0.003,4,Myrtle Beach Classic
44,David Skinns,-0.011,-0.044,4,Myrtle Beach Classic
45,Matt Atkins,-0.035,-0.142,4,Myrtle Beach Classic
46,Chandler Phillips,-0.057,-0.229,4,Myrtle Beach Classic
47,Davis Riley,-0.067,-0.267,4,Myrtle Beach Classic
48,Jorge Campillo,-0.093,-0.374,4,Myrtle Beach Classic
49,Harry Higgs,-0.110,-0.439,4,Myrtle Beach Classic
50,Trace Crowe,-0.196,-0.785,4,Myrtle Beach Classic
51,Joel Dahmen,-0.251,-1.006,4,Myrtle Beach Classic
52,Ryan Fox,-0.260,-1.041,4,Myrtle Beach Classic
52,Ben Silverman,-0.260,-1.041,4,Myrtle Beach Classic
54,Harry Hall,-0.270,-1.082,4,Myrtle Beach Classic
55,Thriston Lawrence,-0.284,-1.135,4,Myrtle Beach Classic
56,Alistair Docherty,-0.326,-1.304,4,Myrtle Beach Classic
57,Jacob Bridgeman,-0.346,-1.385,4,Myrtle Beach Classic
58,Carson Young,-0.357,-1.428,4,Myrtle Beach Classic
59,Pierceson Coody,-0.361,-1.446,4,Myrtle Beach Classic
60,Max Greyserman,-0.375,-1.500,4,Myrtle Beach Classic
61,Taylor Dickson,-0.397,-1.589,4,Myrtle Beach Classic
61,Justin Suh,-0.397,-1.588,4,Myrtle Beach Classic
63,Ben Griffin,-0.400,-1.600,4,Myrtle Beach Classic
64,Parker Coody,-0.502,-2.010,4,Myrtle Beach Classic
65,Carl Yuan,-0.514,-2.057,4,Myrtle Beach Classic
66,Daniel Berger,-0.573,-2.294,4,Myrtle Beach Classic
67,Martin Trainer,-0.800,-3.201,4,Myrtle Beach Classic
68,Patton Kizzire,-0.880,-3.519,4,Myrtle Beach Classic
69,Zecheng Dou,-0.882,-3.529,4,Myrtle Beach Classic
70,Paul Barjon,-1.106,-4.423,4,Myrtle Beach Classic
1,Kris Kim,1.146,4.583,4,THE CJ CUP Byron Nelson
2,Matt Wallace,1.123,4.490,4,THE CJ CUP Byron Nelson
3,Taylor Pendrith,1.038,4.150,4,THE CJ CUP Byron Nelson
4,Sam Stevens,0.830,3.321,4,THE CJ CUP Byron Nelson
5,Kevin Tway,0.820,3.279,4,THE CJ CUP Byron Nelson
6,Davis Riley,0.813,3.251,4,THE CJ CUP Byron Nelson
7,Stephan Jaeger,0.796,3.182,4,THE CJ CUP Byron Nelson
8,Ben Kohles,0.707,2.826,4,THE CJ CUP Byron Nelson
9,Alex Noren,0.571,2.285,4,THE CJ CUP Byron Nelson
10,Aaron Baddeley,0.545,2.178,4,THE CJ CUP Byron Nelson
11,Jorge Campillo,0.512,2.048,4,THE CJ CUP Byron Nelson
12,Kelly Kraft,0.501,2.004,4,THE CJ CUP Byron Nelson
13,Ryo Hisatsune,0.430,1.718,4,THE CJ CUP Byron Nelson
14,Tyson Alexander,0.402,1.609,4,THE CJ CUP Byron Nelson
15,Chris Gotterup,0.399,1.597,4,THE CJ CUP Byron Nelson
16,Brandt Snedeker,0.349,1.396,4,THE CJ CUP Byron Nelson
17,Keith Mitchell,0.345,1.378,4,THE CJ CUP Byron Nelson
18,Zach Johnson,0.342,1.368,4,THE CJ CUP Byron Nelson
19,Ben Griffin,0.338,1.352,4,THE CJ CUP Byron Nelson
20,Daniel Berger,0.326,1.303,4,THE CJ CUP Byron Nelson
21,Patton Kizzire,0.297,1.186,4,THE CJ CUP Byron Nelson
22,Hayden Buckley,0.249,0.997,4,THE CJ CUP Byron Nelson
23,Si Woo Kim,0.233,0.930,4,THE CJ CUP Byron Nelson
24,Nico Echavarria,0.226,0.904,4,THE CJ CUP Byron Nelson
25,Beau Hossler,0.210,0.839,4,THE CJ CUP Byron Nelson
26,Carson Young,0.199,0.795,4,THE CJ CUP Byron Nelson
27,Justin Lower,0.196,0.784,4,THE CJ CUP Byron Nelson
28,Scott Piercy,0.167,0.666,4,THE CJ CUP Byron Nelson
29,Ryan McCormick,0.165,0.660,4,THE CJ CUP Byron Nelson
30,Rafael Campos,0.162,0.647,4,THE CJ CUP Byron Nelson
31,Martin Laird,0.145,0.578,4,THE CJ CUP Byron Nelson
32,Sung Kang,0.144,0.576,4,THE CJ CUP Byron Nelson
33,Andrew Novak,0.123,0.492,4,THE CJ CUP Byron Nelson
34,Tom Hoge,0.121,0.482,4,THE CJ CUP Byron Nelson
35,Adrien Dumont de Chassart,0.096,0.384,4,THE CJ CUP Byron Nelson
36,Troy Merritt,0.091,0.365,4,THE CJ CUP Byron Nelson
37,Adam Schenk,0.070,0.278,4,THE CJ CUP Byron Nelson
38,Byeong Hun An,0.066,0.262,4,THE CJ CUP Byron Nelson
38,Alex Smalley,0.066,0.262,4,THE CJ CUP Byron Nelson
40,Joel Dahmen,0.065,0.258,4,THE CJ CUP Byron Nelson
41,Ben Martin,0.058,0.231,4,THE CJ CUP Byron Nelson
42,Jake Knapp,0.018,0.070,4,THE CJ CUP Byron Nelson
43,S.H. Kim,-0.001,-0.004,4,THE CJ CUP Byron Nelson
44,Austin Cook,-0.021,-0.085,4,THE CJ CUP Byron Nelson
45,S.Y. Noh,-0.046,-0.186,4,THE CJ CUP Byron Nelson
46,Dylan Wu,-0.078,-0.312,4,THE CJ CUP Byron Nelson
47,Nick Dunlap,-0.086,-0.343,4,THE CJ CUP Byron Nelson
48,Aaron Rai,-0.154,-0.616,4,THE CJ CUP Byron Nelson
49,Kevin Chappell,-0.156,-0.624,4,THE CJ CUP Byron Nelson
50,Max McGreevy,-0.176,-0.706,4,THE CJ CUP Byron Nelson
51,Maverick McNealy,-0.193,-0.773,4,THE CJ CUP Byron Nelson
52,Mark Hubbard,-0.218,-0.872,4,THE CJ CUP Byron Nelson
53,Tom Kim,-0.225,-0.899,4,THE CJ CUP Byron Nelson
54,Mackenzie Hughes,-0.264,-1.058,4,THE CJ CUP Byron Nelson
55,Harrison Endycott,-0.299,-1.195,4,THE CJ CUP Byron Nelson
56,K.H. Lee,-0.309,-1.237,4,THE CJ CUP Byron Nelson
57,Henrik Norlander,-0.326,-1.306,4,THE CJ CUP Byron Nelson
58,Adam Scott,-0.331,-1.324,4,THE CJ CUP Byron Nelson
59,Min Woo Lee,-0.351,-1.404,4,THE CJ CUP Byron Nelson
60,Taiga Semikawa,-0.460,-1.840,4,THE CJ CUP Byron Nelson
61,Luke List,-0.494,-1.977,4,THE CJ CUP Byron Nelson
62,Jason Day,-0.505,-2.020,4,THE CJ CUP Byron Nelson
63,Tom Whitney,-0.510,-2.042,4,THE CJ CUP Byron Nelson
64,Vince Whaley,-0.533,-2.132,4,THE CJ CUP Byron Nelson
65,Kevin Dougherty,-0.638,-2.554,4,THE CJ CUP Byron Nelson
66,David Skinns,-0.954,-3.816,4,THE CJ CUP Byron Nelson
1,Webb Simpson,1.329,5.317,4,RBC Heritage
2,J.T. Poston,1.319,5.277,4,RBC Heritage
3,Stephan Jaeger,1.070,4.280,4,RBC Heritage
4,Collin Morikawa,0.918,3.674,4,RBC Heritage
5,Patrick Cantlay,0.841,3.364,4,RBC Heritage
6,Tom Hoge,0.829,3.317,4,RBC Heritage
6,Sungjae Im,0.829,3.316,4,RBC Heritage
8,Wyndham Clark,0.738,2.953,4,RBC Heritage
9,Kurt Kitayama,0.655,2.620,4,RBC Heritage
10,Rickie Fowler,0.619,2.475,4,RBC Heritage
11,Russell Henley,0.614,2.458,4,RBC Heritage
12,Brian Harman,0.598,2.391,4,RBC Heritage
13,Tommy Fleetwood,0.585,2.340,4,RBC Heritage
14,Denny McCarthy,0.573,2.294,4,RBC Heritage
15,Chris Kirk,0.560,2.239,4,RBC Heritage
16,Justin Thomas,0.542,2.170,4,RBC Heritage
17,Max Homa,0.533,2.133,4,RBC Heritage
18,Nick Dunlap,0.526,2.105,4,RBC Heritage
19,Eric Cole,0.522,2.089,4,RBC Heritage
20,Rory McIlroy,0.348,1.392,4,RBC Heritage
21,Austin Eckroat,0.311,1.244,4,RBC Heritage
22,Taylor Moore,0.292,1.168,4,RBC Heritage
23,Brice Garnett,0.248,0.994,4,RBC Heritage
24,Kevin Kisner,0.205,0.822,4,RBC Heritage
25,Andrew Putnam,0.204,0.815,4,RBC Heritage
26,Justin Rose,0.142,0.567,4,RBC Heritage
27,Mackenzie Hughes,0.114,0.458,4,RBC Heritage
28,Seamus Power,0.109,0.437,4,RBC Heritage
29,Alejandro Tosti,0.075,0.302,4,RBC Heritage
30,Si Woo Kim,0.071,0.285,4,RBC Heritage
31,Christiaan Bezuidenhout,0.046,0.183,4,RBC Heritage
31,Sahith Theegala,0.046,0.184,4,RBC Heritage
33,Scottie Scheffler,0.041,0.163,4,RBC Heritage
34,Ludvig Åberg,-0.009,-0.036,4,RBC Heritage
35,Harris English,-0.013,-0.050,4,RBC Heritage
36,Adam Hadwin,-0.037,-0.149,4,RBC Heritage
37,Erik van Rooyen,-0.096,-0.384,4,RBC Heritage
38,Cameron Young,-0.106,-0.425,4,RBC Heritage
39,Cam Davis,-0.109,-0.435,4,RBC Heritage
40,Tony Finau,-0.122,-0.487,4,RBC Heritage
41,Jordan Spieth,-0.129,-0.516,4,RBC Heritage
42,Erik Barnes,-0.160,-0.640,4,RBC Heritage
43,Jason Day,-0.164,-0.657,4,RBC Heritage
44,Tom Kim,-0.207,-0.827,4,RBC Heritage
45,Chandler Phillips,-0.225,-0.901,4,RBC Heritage
46,Peter Malnati,-0.248,-0.991,4,RBC Heritage
47,Sam Burns,-0.279,-1.117,4,RBC Heritage
48,Matt Fitzpatrick,-0.298,-1.193,4,RBC Heritage
49,Keegan Bradley,-0.322,-1.287,4,RBC Heritage
50,Adam Svensson,-0.384,-1.535,4,RBC Heritage
51,Patrick Rodgers,-0.418,-1.670,4,RBC Heritage
52,Corey Conners,-0.462,-1.846,4,RBC Heritage
53,Brendon Todd,-0.467,-1.869,4,RBC Heritage
54,Lee Hodges,-0.515,-2.059,4,RBC Heritage
55,Nick Taylor,-0.520,-2.078,4,RBC Heritage
56,Akshay Bhatia,-0.521,-2.082,4,RBC Heritage
57,Lucas Glover,-0.524,-2.094,4,RBC Heritage
58,Sepp Straka,-0.555,-2.221,4,RBC Heritage
59,Grayson Murray,-0.567,-2.266,4,RBC Heritage
60,Will Zalatoris,-0.655,-2.618,4,RBC Heritage
61,Thomas Detry,-0.712,-2.848,4,RBC Heritage
62,Matthieu Pavon,-0.720,-2.881,4,RBC Heritage
63,Shane Lowry,-0.782,-3.126,4,RBC Heritage
64,Gary Woodland,-0.848,-3.392,4,RBC Heritage
65,Xander Schauffele,-0.859,-3.434,4,RBC Heritage
66,Adam Schenk,-0.947,-3.787,4,RBC Heritage
67,Byeong Hun An,-1.033,-4.133,4,RBC Heritage
68,Emiliano Grillo,-1.064,-4.254,4,RBC Heritage
69,Jake Knapp,-1.383,-5.533,4,RBC Heritage
1,Denny McCarthy,1.990,7.960,4,Valero Texas Open
2,Akshay Bhatia,1.586,6.346,4,Valero Texas Open
3,Thorbjørn Olesen,1.377,5.508,4,Valero Texas Open
4,Aaron Baddeley,1.275,5.101,4,Valero Texas Open
5,Alex Noren,1.261,5.046,4,Valero Texas Open
6,Mac Meissner,1.148,4.593,4,Valero Texas Open
7,Sam Stevens,1.128,4.512,4,Valero Texas Open
8,Robby Shelton,1.063,4.252,4,Valero Texas Open
9,Kevin Chappell,1.050,4.199,4,Valero Texas Open
10,Hideki Matsuyama,0.989,3.957,4,Valero Texas Open
11,Brendon Todd,0.939,3.758,4,Valero Texas Open
12,Chez Reavie,0.934,3.736,4,Valero Texas Open
13,Alexander Björk,0.913,3.654,4,Valero Texas Open
14,Matt Fitzpatrick,0.832,3.330,4,Valero Texas Open
15,Tyler Duncan,0.798,3.193,4,Valero Texas Open
16,Hayden Springer,0.675,2.701,4,Valero Texas Open
17,Davis Thompson,0.649,2.597,4,Valero Texas Open
18,Josh Teater,0.639,2.555,4,Valero Texas Open
19,Tommy Fleetwood,0.625,2.501,4,Valero Texas Open
20,Mark Hubbard,0.603,2.412,4,Valero Texas Open
21,Joe Highsmith,0.579,2.316,4,Valero Texas Open
22,Ryan Moore,0.546,2.183,4,Valero Texas Open
23,Lucas Glover,0.545,2.179,4,Valero Texas Open
24,Nate Lashley,0.394,1.575,4,Valero Texas Open
25,Ben Griffin,0.385,1.540,4,Valero Texas Open
26,Ryan McCormick,0.381,1.524,4,Valero Texas Open
27,Ryo Hisatsune,0.370,1.479,4,Valero Texas Open
28,Ben Silverman,0.347,1.389,4,Valero Texas Open
29,Collin Morikawa,0.342,1.367,4,Valero Texas Open
30,Vince Whaley,0.310,1.241,4,Valero Texas Open
31,David Lipsky,0.303,1.213,4,Valero Texas Open
32,Ben Martin,0.295,1.179,4,Valero Texas Open
